code,name,industry,price,pe,pb,mktcap_yi,nmc_yi,rev_26h1,rev_25h1,rev_yoy_calc,np_26h1,np_25h1,np_yoy_calc,gm_26h1,gm_25h1,gm_chg_pp,roe_26h1,fin_err
002970,锐明技术,软件和信息技术服务业,42.35,19.698,3.546,78.15,55.71,12.3752,11.5563,7.09,1.1101,2.0307,-45.33,42.095436,47.919831,-5.82,5.25,
301339,通行宝,软件和信息技术服务业,13.45,35.311,2.773,78.04,77.1,4.1018,3.8939,5.34,1.0355,1.0697,-3.2,53.452894,49.308418,4.14,3.69,
688691,灿芯半导体股份,软件和信息技术服务业,64.35,-69.999,6.567,77.22,46.95,3.7843,2.818,34.29,-0.6106,-0.6088,-0.3,15.683206,18.48697,-2.8,-5.06,
300440,运达科技,软件和信息技术服务业,17.13,85.65,4.54,75.7,75.36,1.7468,2.887,-39.49,-0.0916,0.1647,-155.62,36.736108,40.979043,-4.24,-0.55,
688699,明微电子,软件和信息技术服务业,68.65,-156.023,5.891,75.56,75.56,4.8376,2.8581,69.26,0.8498,-0.3536,340.33,32.967976,24.85129,8.12,6.89,
300348,长亮科技,软件和信息技术服务业,9.24,363.78,3.557,75.06,67.49,8.3675,6.645,25.92,-0.4465,-0.1911,-133.65,26.957811,31.947095,-4.99,-2.09,
688479,用友汽车信息科技,软件和信息技术服务业,37.22,124.067,4.056,74.93,32.2,2.0333,2.1752,-6.52,0.1166,0.1621,-28.07,31.625351,33.181252,-1.56,0.62,
603123,翠微股份,软件和信息技术服务业,9.37,-14.641,4.714,74.84,61.12,9.6638,11.1955,-13.68,-0.7204,-2.0265,64.45,24.003585,20.964332,3.04,-4.44,
300872,天阳科技,软件和信息技术服务业,15.15,-52.241,2.068,73.95,63.94,9.6388,9.9666,-3.29,0.6002,0.5104,17.59,24.674814,24.939067,-0.26,1.63,
300098,高新兴,软件和信息技术服务业,4.24,-212.0,2.77,73.68,65.37,9.6623,8.9663,7.76,0.3283,0.2629,24.88,34.54085,37.250512,-2.71,1.24,
300959,线上线下,软件和信息技术服务业,91.04,-650.286,6.633,73.17,54.02,1.922,3.337,-42.4,-0.0419,0.1072,-139.09,8.695834,14.120013,-5.42,-0.38,
301085,亚康股份,软件和信息技术服务业,83.99,-50.903,7.477,72.88,50.16,8.253,6.0276,36.92,0.4962,0.1796,176.28,16.937205,17.568586,-0.63,5.2,
688191,智洋创新科技,软件和信息技术服务业,22.05,81.667,8.643,72.32,72.32,4.0906,4.6257,-11.57,-0.4592,0.1908,-340.67,22.635202,32.084427,-9.45,-5.41,
300300,海峡创新,软件和信息技术服务业,10.81,51.476,29.02,72.09,72.08,0.7825,0.7272,7.6,-0.3136,0.0537,-683.99,-0.658717,0.65393,-1.31,-12.08,
300369,绿盟科技,软件和信息技术服务业,8.85,-156.915,2.823,71.74,71.51,8.1258,8.0053,1.51,-1.2902,-1.715,24.77,54.761003,59.333336,-4.57,-5.02,
300520,科大国创,软件和信息技术服务业,23.87,-37.889,4.241,69.71,67.37,4.1925,4.98,-15.81,-1.0762,-0.6398,-68.21,22.122585,37.334588,-15.21,-6.32,
300785,值得买,互联网和相关服务,34.78,79.045,3.576,69.16,45.25,6.1938,5.8198,6.43,0.0902,0.1269,-28.92,43.621495,49.199259,-5.58,0.46,
002605,姚记科技,互联网和相关服务,16.43,14.643,1.825,68.64,55.61,13.2217,14.3824,-8.07,2.1613,2.5582,-15.51,40.90471,44.650853,-3.75,5.5,
301162,国能日新,软件和信息技术服务业,36.73,35.317,4.234,68.58,44.52,3.5167,3.2069,9.66,0.7012,0.4597,52.53,63.699291,61.372461,2.33,4.36,
688365,光云科技,软件和信息技术服务业,16.07,-267.833,7.106,68.5,68.5,3.0213,2.6242,15.13,0.1164,-0.1211,196.12,73.069012,70.020138,3.05,1.22,
300168,万达信息,软件和信息技术服务业,4.69,-11.725,7.361,67.57,67.51,10.2576,9.33,9.94,-1.4997,-2.9905,49.85,21.252997,15.595869,5.66,-15.1,
300493,润欣科技,软件和信息技术服务业,13.14,119.455,5.638,67.35,67.29,13.8251,13.5816,1.79,0.4623,0.2993,54.46,9.584197,9.915171,-0.33,3.93,
920493,并行科技,软件和信息技术服务业,110.68,527.048,12.243,67.05,49.4,9.4627,4.5767,106.76,0.4193,0.0508,725.39,19.161123,23.262377,-4.1,8.7,
600797,浙大网新,软件和信息技术服务业,6.51,-130.2,2.074,66.89,66.89,14.7215,15.6462,-5.91,-0.5948,-0.1507,-294.69,18.084085,17.605716,0.48,-1.79,
300598,诚迈科技,软件和信息技术服务业,30.77,-64.426,4.654,66.77,66.75,10.7774,10.1866,5.8,-0.2193,-0.5672,61.34,12.383017,12.721743,-0.34,-1.53,
300467,迅游科技,互联网和相关服务,32.68,251.385,10.187,66.41,54.61,1.4621,1.4347,1.91,0.0988,0.1171,-15.63,61.230243,57.78999,3.44,1.52,
300324,旋极信息,软件和信息技术服务业,3.84,-14.076,2.806,66.34,65.66,6.1032,10.5097,-41.93,-1.4082,-1.3799,-2.05,21.836085,13.045824,8.79,-5.78,
002467,二六三,互联网和相关服务,4.82,-22.952,4.287,66.29,65.95,4.4223,3.8466,14.97,-0.1925,0.3582,-153.74,35.215284,44.329843,-9.11,-1.23,
300226,上海钢联,互联网和相关服务,17.33,25.866,2.885,66.28,63.72,385.2076,321.356,19.87,1.2465,1.1846,5.23,1.377918,1.42448,-0.05,5.54,
000503,国新健康,互联网和相关服务,6.76,-16.384,5.923,66.2,66.2,1.0154,0.9553,6.29,-1.0227,-0.9909,-3.21,-14.570032,-15.196702,0.63,-10.69,
002421,达实智能,软件和信息技术服务业,3.11,-10.097,2.43,65.95,63.33,10.9166,9.9023,10.24,-0.182,-0.8876,79.5,25.615183,24.778775,0.84,-0.67,
920799,艾融软件,软件和信息技术服务业,31.4,101.29,16.791,65.67,37.7,2.4521,2.0153,21.67,0.0749,0.3785,-80.21,27.658101,32.306,-4.65,1.93,
002380,科远智慧,软件和信息技术服务业,27.02,46.586,2.624,64.85,38.42,10.83,9.8045,10.46,1.6207,1.3581,19.34,41.129351,39.147164,1.98,6.69,
002298,中电鑫龙,软件和信息技术服务业,8.56,-15.018,3.391,63.35,56.95,8.082,9.6105,-15.9,0.4366,0.1856,135.24,26.764953,23.528171,3.24,2.37,
300075,数字政通,软件和信息技术服务业,10.14,-16.623,1.992,62.98,53.2,3.25,3.2139,1.12,-0.0573,-0.1869,69.34,38.298421,34.368742,3.93,-0.18,
300579,数字认证,软件和信息技术服务业,23.23,-66.504,8.326,62.72,61.05,3.4011,3.254,4.52,-0.4867,-0.9035,46.13,50.377959,41.304633,9.07,-6.26,
300678,中科信息,软件和信息技术服务业,21.14,437.681,7.425,62.66,61.88,2.3371,1.4155,65.11,0.0562,0.0377,49.07,16.189006,29.461739,-13.27,0.66,
002123,梦网科技,软件和信息技术服务业,7.74,-28.667,4.246,62.34,55.77,11.2278,15.39,-27.04,-0.9741,0.0924,-1154.22,11.241108,12.575477,-1.33,-6.42,
688631,莱斯信息,软件和信息技术服务业,37.52,110.353,3.314,61.33,61.33,3.3081,4.5664,-27.56,-0.3813,-0.3127,-21.94,40.066416,26.649125,13.42,-2.01,
300249,依米康,软件和信息技术服务业,13.31,190.961,9.402,61.02,49.79,9.1885,7.3677,24.71,0.2099,0.1492,40.68,16.087146,16.4637,-0.38,5.62,
301153,中科江南,软件和信息技术服务业,17.04,58.759,3.345,60.61,56.53,2.6731,2.4026,11.26,-0.1497,-0.4845,69.1,50.158896,53.687821,-3.53,-0.81,
002232,启明信息,软件和信息技术服务业,14.8,185.696,4.26,60.47,60.47,3.5553,3.2993,7.76,0.1541,0.1419,8.6,24.630737,26.973324,-2.34,1.09,
300292,吴通控股,软件和信息技术服务业,4.5,50.0,4.017,60.38,50.31,21.0183,22.5063,-6.61,0.7531,0.6093,23.6,11.853317,10.041862,1.81,5.14,
000409,云鼎科技,软件和信息技术服务业,8.84,71.233,3.6,59.91,52.2,5.3146,6.3947,-16.89,0.3714,0.4189,-11.34,30.348373,30.829049,-0.48,2.24,
300925,法本信息,软件和信息技术服务业,13.84,55.36,2.638,59.33,48.37,28.8358,23.1471,24.58,0.4082,0.578,-29.38,16.602934,17.760056,-1.16,1.82,
688225,亚信安全,软件和信息技术服务业,14.73,-12.772,4.042,58.92,58.92,27.3664,31.2388,-12.4,-2.5532,-3.5615,28.31,30.190691,36.026087,-5.84,-15.94,
002264,新华都,互联网和相关服务,8.13,33.875,2.79,58.52,52.92,21.6183,18.5844,16.32,1.4166,1.4716,-3.74,19.427056,22.51219,-3.09,6.84,
603990,麦迪科技,软件和信息技术服务业,19.12,147.077,6.935,58.36,58.36,1.2316,1.352,-8.91,0.0663,0.2833,-76.6,60.13845,63.688687,-3.55,0.79,
300525,博思软件,软件和信息技术服务业,7.73,33.741,2.395,58.1,47.57,6.5126,7.0604,-7.76,-0.4792,-0.4165,-15.05,65.335983,65.552147,-0.22,-1.92,
300047,天源迪科,软件和信息技术服务业,9.08,188.773,1.748,57.91,52.72,46.7474,41.4776,12.71,0.329,0.3488,-5.68,7.032118,8.57436,-1.54,1.0,
300792,壹网壹创,互联网和相关服务,24.33,54.067,1.945,57.82,52.11,4.304,5.3296,-19.24,0.6629,0.7071,-6.25,33.445841,29.799854,3.65,2.23,
688562,航天软件股份,软件和信息技术服务业,14.43,-481.0,3.549,57.72,57.72,2.7314,3.2311,-15.47,-0.9951,-0.618,-61.02,21.745178,23.077422,-1.33,-5.94,
301218,华是科技,软件和信息技术服务业,50.24,-215.808,6.317,57.29,36.02,2.1069,1.9359,8.83,-0.146,-0.1154,-26.52,16.076913,14.194512,1.88,-1.62,
688228,开普云信息科技,软件和信息技术服务业,84.44,-496.706,4.706,57.04,57.04,1.1707,1.5977,-26.73,-0.1895,0.0378,-601.32,35.506947,40.945132,-5.44,-1.51,
688109,品茗科技,软件和信息技术服务业,72.29,122.525,7.389,57.0,57.0,1.5865,1.8749,-15.38,0.0182,0.3123,-94.17,71.310264,75.490769,-4.18,0.23,
002279,久其软件,软件和信息技术服务业,6.57,125.143,3.85,56.65,52.3,6.0918,8.5575,-28.81,-0.2491,-0.7539,66.96,57.576827,39.432515,18.14,-1.69,
688232,国泰新点软件,软件和信息技术服务业,17.45,158.636,1.073,56.19,56.19,5.7224,6.699,-14.58,-0.6316,-0.6218,-1.58,58.946781,59.770595,-0.82,-1.18,
688173,希荻微电子,软件和信息技术服务业,13.46,-48.071,3.728,55.9,55.38,5.2874,4.6645,13.35,-0.3038,-0.4469,32.02,28.768438,29.400279,-0.63,-2.09,
603383,顶点软件,软件和信息技术服务业,26.83,30.839,3.799,55.1,55.1,2.4791,2.4553,0.97,0.7207,0.5288,36.29,71.011058,70.030207,0.98,4.69,
002530,金财互联,互联网和相关服务,7.03,87.875,4.042,54.78,49.68,6.0759,4.6759,29.94,0.4347,0.3281,32.49,31.993808,33.071071,-1.08,3.23,
688787,海天瑞声,软件和信息技术服务业,89.9,374.583,7.421,54.23,54.23,1.9188,1.567,22.45,0.0977,0.038,157.11,49.098403,50.172691,-1.07,1.31,
300043,星辉娱乐,互联网和相关服务,4.35,18.125,3.131,54.12,54.09,5.1719,11.3503,-54.43,0.9247,1.5505,-40.36,61.089344,59.221766,1.87,5.21,
002649,博彦科技,软件和信息技术服务业,9.14,50.778,1.309,54.06,53.48,31.0783,33.4656,-7.13,0.7035,1.2327,-42.93,22.474841,21.92547,0.55,1.68,
300451,创业慧康,软件和信息技术服务业,3.45,-13.269,1.4,53.44,52.82,4.5469,5.7668,-21.15,-1.9715,-0.8055,-144.75,34.701699,51.447941,-16.75,-5.04,
688095,福昕软件开发,软件和信息技术服务业,57.44,171.054,2.011,52.48,52.48,4.7097,4.2261,11.44,0.1396,-0.0488,386.07,91.584005,91.998484,-0.41,0.53,
603887,城地香江,软件和信息技术服务业,8.65,-77.648,1.48,52.08,52.08,14.7312,12.8559,14.59,-0.0645,0.3736,-117.26,16.582,17.199235,-0.62,-0.18,
301556,托普云农,软件和信息技术服务业,60.9,48.72,5.154,51.94,17.95,2.3628,2.4979,-5.41,0.4334,0.5214,-16.88,48.999831,47.757053,1.24,4.31,
300183,东软载波,软件和信息技术服务业,11.12,492.035,1.668,51.44,41.26,4.1484,5.0421,-17.72,-0.2901,0.1352,-314.57,27.194966,29.712197,-2.52,-0.94,
300523,辰安科技,软件和信息技术服务业,22.01,-23.168,5.507,51.2,51.2,5.7696,5.5774,3.45,-0.5894,-0.7362,19.94,33.028362,38.898554,-5.87,-6.14,
000948,南天信息,软件和信息技术服务业,13.11,140.364,1.869,51.11,51.01,42.0579,45.7993,-8.17,0.1312,-0.05,362.4,9.768852,9.435946,0.33,0.48,
002777,久远银海,软件和信息技术服务业,12.52,65.895,3.053,51.11,50.64,4.3692,4.3935,-0.55,0.2682,0.2995,-10.45,42.301646,43.98396,-1.68,1.59,
300287,飞利信,软件和信息技术服务业,3.56,-32.364,5.321,51.1,47.09,1.2715,2.104,-39.57,-0.5881,-0.6758,12.98,15.960311,13.540299,2.42,-5.94,
688207,格灵深瞳,软件和信息技术服务业,19.72,-27.014,2.069,51.07,51.07,0.5042,0.4247,18.72,-0.9501,-0.7985,-18.99,32.674292,56.440238,-23.77,-4.39,
300518,新迅达,软件和信息技术服务业,25.57,-48.245,8.247,50.99,50.98,0.8025,0.8665,-7.39,-0.5697,-0.1357,-319.82,26.27526,16.589443,9.69,-8.81,
300559,佳发教育,软件和信息技术服务业,12.72,159.0,4.331,50.82,39.58,1.4937,2.7341,-45.37,0.2289,0.4078,-43.87,49.509804,48.056156,1.45,1.92,
002657,中科金财,软件和信息技术服务业,14.89,-46.228,3.167,50.52,50.05,3.0923,2.6721,15.73,-1.4323,-0.8495,-68.61,14.911871,21.227766,-6.32,-8.61,
002609,捷顺科技,软件和信息技术服务业,7.81,78.492,2.108,50.25,35.89,8.1735,7.4365,9.91,0.4283,0.4148,3.25,37.938557,39.098447,-1.16,1.77,
301213,观想科技,软件和信息技术服务业,44.5,267.428,6.329,49.84,32.22,0.492,0.4105,19.85,-0.0172,0.0143,-220.28,66.022959,55.01236,11.01,-0.22,
300036,超图软件,软件和信息技术服务业,10.06,105.783,1.994,49.57,44.77,4.2717,6.0315,-29.18,-1.2855,0.1197,-1173.93,43.292363,58.937304,-15.64,-4.92,
300465,高伟达,软件和信息技术服务业,11.13,172.025,7.13,49.39,49.39,4.7045,5.2021,-9.57,0.0919,0.1383,-33.55,21.020071,20.522727,0.5,1.34,
300996,普联软件,软件和信息技术服务业,12.44,47.3,3.834,49.24,41.44,1.6035,2.1015,-23.7,-0.0444,0.0121,-466.94,30.569456,35.051743,-4.48,-0.34,
688023,安恒信息,软件和信息技术服务业,47.9,-84.035,2.276,48.94,48.94,7.3912,7.3284,0.86,-1.7621,-1.9412,9.23,56.604349,55.793062,0.81,-7.16,
003007,直真科技,软件和信息技术服务业,40.76,239.765,3.214,48.74,29.59,2.6516,1.0604,150.06,-0.2554,-0.4304,40.66,36.747721,55.962005,-19.21,-2.32,
688168,北京安博通,软件和信息技术服务业,44.78,-22.39,5.012,48.39,48.39,1.3088,4.2854,-69.46,-0.2278,-1.0884,79.07,66.978908,88.050163,-21.07,-2.33,
300561,汇金科技,软件和信息技术服务业,14.73,-316.094,8.259,48.33,35.51,0.4125,0.4825,-14.51,-0.0479,0.0366,-230.87,40.38447,46.610339,-6.23,-0.82,
600756,浪潮软件,软件和信息技术服务业,13.68,-16.889,2.195,47.83,44.34,4.4542,4.2932,3.75,-1.424,-1.4787,3.7,40.738067,36.210263,4.53,-6.33,
600571,信雅达,软件和信息技术服务业,10.21,72.929,4.105,47.61,46.74,8.7792,8.6076,1.99,-0.7757,-0.5263,-47.39,9.862949,14.792519,-4.93,-6.47,
003004,声迅股份,软件和信息技术服务业,58.06,-408.873,7.667,47.53,39.91,0.9897,0.7275,36.04,-0.1462,-0.1024,-42.77,30.294254,29.170608,1.12,-2.1,
301110,青木科技,互联网和相关服务,36.5,27.45,3.047,47.29,33.23,7.2886,6.6808,9.1,0.8673,0.5166,67.89,57.587328,57.026107,0.56,5.61,
300532,今天国际,软件和信息技术服务业,7.41,14.25,2.568,47.1,44.8,16.4626,14.1235,16.56,1.3239,1.8786,-29.53,19.613636,24.612116,-5.0,7.24,
600880,博瑞传播,软件和信息技术服务业,4.26,-426.0,1.583,46.58,46.56,2.6232,2.2201,18.16,-0.5575,0.0612,-1010.95,23.729674,33.538111,-9.81,-1.84,
300271,华宇软件,软件和信息技术服务业,5.69,-23.708,1.308,46.19,45.76,6.379,5.9247,7.67,-0.5685,-0.827,31.26,33.013718,34.562895,-1.55,-1.6,
603636,南威软件,软件和信息技术服务业,7.94,-10.312,2.664,46.08,46.08,2.1459,3.1375,-31.6,-1.7014,-0.7205,-136.14,33.1585,24.195954,8.96,-9.37,
603322,超讯科技,软件和信息技术服务业,29.12,-126.609,14.621,45.89,45.89,5.6498,16.1073,-64.92,0.5173,0.7209,-28.24,29.385367,8.472604,20.91,20.92,
300380,安硕信息,软件和信息技术服务业,28.08,127.636,11.315,45.8,35.69,3.9526,3.8023,3.95,0.1511,0.1188,27.19,28.431159,28.567624,-0.14,3.7,
300533,冰川网络,软件和信息技术服务业,13.92,6.757,3.582,45.69,32.15,11.9018,12.5669,-5.29,-0.2268,3.3579,-106.75,92.521982,92.816342,-0.29,-1.53,
002642,荣联科技,软件和信息技术服务业,6.81,224.752,3.78,45.05,45.05,6.9095,6.7205,2.81,0.0533,0.0828,-35.63,12.475363,14.36306,-1.89,0.45,
002235,安妮股份,互联网和相关服务,7.77,-259.0,6.149,45.03,43.01,1.8472,1.7114,7.94,0.0143,0.0196,-27.04,13.714404,19.496482,-5.78,0.2,
300386,飞天诚信,软件和信息技术服务业,10.73,1073.0,3.202,44.86,27.6,2.6535,3.6275,-26.85,-0.6067,0.0606,-1101.16,38.686034,40.023564,-1.34,-4.22,
002401,中远海科,软件和信息技术服务业,12.06,137.671,2.701,44.82,44.79,7.2546,7.8875,-8.02,0.1613,0.0983,64.09,17.182263,13.687833,3.49,0.97,
600228,返利科技,互联网和相关服务,10.6,-70.013,12.006,44.17,44.1,3.369,1.8607,81.06,-0.2833,-0.3328,14.87,42.319537,39.257136,3.06,-7.43,
002322,理工能科,软件和信息技术服务业,11.99,19.656,1.553,43.83,42.13,4.2113,4.08,3.22,1.2045,1.0991,9.59,74.288257,68.861637,5.43,4.24,
688291,金橙子科技,软件和信息技术服务业,42.3,114.324,4.238,43.43,43.43,1.3339,1.3268,0.54,0.6397,0.277,130.94,60.849976,59.312111,1.54,6.45,
603138,海量数据,软件和信息技术服务业,14.73,-86.647,5.673,43.25,42.47,1.9207,2.3244,-17.37,-0.9484,-0.4471,-112.12,37.000584,37.329122,-0.33,-11.84,
300349,金卡智能,软件和信息技术服务业,10.33,16.141,0.963,43.1,38.19,14.0409,15.3866,-8.75,0.8195,1.3528,-39.42,35.710594,35.896266,-0.19,1.81,
300508,维宏股份,软件和信息技术服务业,39.05,48.156,4.951,42.84,32.33,2.8636,2.602,10.05,0.0602,0.2925,-79.42,48.60786,54.301287,-5.69,0.7,
688045,必易微电子,软件和信息技术服务业,60.58,356.353,2.931,42.76,42.76,4.5198,2.8258,59.95,0.376,-0.0881,526.79,33.175834,29.578945,3.6,2.63,
603206,嘉环科技,软件和信息技术服务业,13.83,81.353,1.852,42.21,42.21,17.9348,19.1956,-6.57,0.3128,0.4519,-30.78,13.874091,14.180054,-0.31,1.37,
300588,熙菱信息,软件和信息技术服务业,21.76,-107.192,17.337,41.66,38.48,0.6429,0.7457,-13.79,-0.3592,-0.3034,-18.39,39.748451,40.233149,-0.48,-13.87,
603421,鼎信通讯,软件和信息技术服务业,6.38,-6.51,1.807,41.61,41.61,4.5197,7.0413,-35.81,-1.9824,-2.1917,9.55,24.28866,28.075751,-3.79,-8.26,
300921,南凌科技,互联网和相关服务,16.12,134.333,5.019,41.39,26.1,2.8503,2.7035,5.43,0.2393,0.1022,134.15,35.169212,32.386112,2.78,2.89,
301172,君逸数码,软件和信息技术服务业,18.29,90.634,2.762,41.12,30.41,2.8232,2.3306,21.14,0.161,0.2227,-27.71,25.175329,25.888296,-0.71,1.08,
002912,中新赛克,软件和信息技术服务业,24.06,58.683,2.705,41.08,39.03,2.3486,2.2593,3.95,-1.2917,-0.6715,-92.36,56.991403,70.017391,-13.03,-7.87,
300571,平治信息,互联网和相关服务,29.1,-20.208,3.329,40.6,33.65,5.7561,5.7988,-0.74,-0.095,0.131,-172.52,10.458448,13.225867,-2.77,-0.78,
300541,先进数通,软件和信息技术服务业,9.42,33.643,2.402,40.51,36.55,13.0175,13.7979,-5.66,-0.1488,0.626,-123.77,11.397498,14.940896,-3.54,-0.86,
002095,生意宝,互联网和相关服务,16.03,-320.6,4.68,40.51,40.35,3.9274,3.0938,26.94,0.0305,-0.0704,143.32,7.815939,9.778215,-1.96,0.35,
300050,世纪鼎利,软件和信息技术服务业,7.43,247.667,9.757,40.48,40.46,1.3596,1.2816,6.09,0.0599,0.0865,-30.75,29.6925,29.881253,-0.19,1.45,
002197,证通电子,软件和信息技术服务业,6.5,-10.484,2.239,39.93,34.71,5.1759,4.3724,18.38,0.0572,-0.3561,116.06,30.32033,26.392689,3.93,0.32,
002474,榕基软件,软件和信息技术服务业,6.36,-57.766,3.042,39.57,34.17,1.822,2.2594,-19.36,-0.2387,-0.2639,9.55,24.609475,26.297245,-1.69,-1.81,
300560,中富通,软件和信息技术服务业,17.19,-51.824,4.396,39.49,32.14,5.8821,5.8754,0.11,0.1495,0.0998,49.8,22.326282,22.006018,0.32,1.68,
300311,任子行,软件和信息技术服务业,5.82,170.175,6.18,39.21,31.28,1.2923,1.1104,16.38,-0.4801,-0.6929,30.71,63.334686,53.659467,9.68,-7.32,
300248,新开普,软件和信息技术服务业,8.2,50.0,1.853,39.06,33.4,3.2149,3.1444,2.24,-0.5866,-0.3117,-88.19,50.088628,54.095704,-4.01,-2.7,
300333,兆日科技,软件和信息技术服务业,11.6,-214.815,6.339,38.98,38.83,0.7514,0.796,-5.6,0.4653,-0.0084,5639.29,56.316448,52.781436,3.54,7.87,
300494,盛天网络,互联网和相关服务,7.94,172.234,2.94,38.95,31.63,5.6381,6.3254,-10.87,-1.1853,0.523,-326.63,14.3786,21.435468,-7.06,-8.62,
301315,威士顿,软件和信息技术服务业,44.19,134.562,3.853,38.89,35.71,0.9754,0.917,6.37,0.1121,0.1613,-30.5,46.15757,34.278492,11.88,1.09,
688682,霍莱沃技术,软件和信息技术服务业,37.94,-164.957,6.489,38.64,38.64,1.1839,1.0215,15.9,0.0438,0.0034,1188.24,26.187367,29.891357,-3.7,0.71,
002362,汉王科技,软件和信息技术服务业,15.75,-19.648,4.454,38.5,32.71,8.3298,8.1322,2.43,-0.8619,-0.5673,-51.93,41.112175,43.562247,-2.45,-9.51,
688590,新致软件,软件和信息技术服务业,12.19,-25.396,2.15,38.14,34.32,10.1247,8.9709,12.86,-0.1037,0.3035,-134.17,20.577833,28.680668,-8.1,-0.74,
300399,天利科技,软件和信息技术服务业,19.3,-965.0,7.524,38.14,38.13,2.7697,2.3098,19.91,0.129,0.0802,60.85,15.328975,2.982349,12.35,2.49,
603918,金桥信息,软件和信息技术服务业,10.41,-65.063,3.918,38.01,38.01,2.7282,2.7323,-0.15,-0.3914,-0.4071,3.86,24.049847,26.05605,-2.01,-3.96,
300448,浩云科技,软件和信息技术服务业,5.58,-107.93,3.157,37.75,35.66,0.8676,1.3024,-33.38,-0.0838,-0.1552,46.01,30.760009,34.009879,-3.25,-0.69,
300603,立昂技术,软件和信息技术服务业,8.05,-21.757,3.01,37.42,30.1,3.5881,3.757,-4.5,-0.4892,-0.597,18.06,8.743646,6.750267,1.99,-3.86,
300299,富春股份,软件和信息技术服务业,5.42,-48.697,9.433,37.41,37.37,2.1606,1.8153,19.02,0.3336,-0.0971,443.56,53.005579,48.097711,4.91,8.78,
688259,创耀通信科技,软件和信息技术服务业,33.34,46.958,2.365,37.24,37.24,1.6668,1.8321,-9.02,0.1175,0.319,-63.17,27.999319,31.276354,-3.28,0.76,
603232,格尔软件,软件和信息技术服务业,15.93,-44.25,2.921,37.04,36.85,1.2736,1.1569,10.09,-0.6111,-0.7269,15.93,44.807964,51.490123,-6.68,-4.71,
300550,和仁科技,软件和信息技术服务业,14.06,78.111,3.319,36.92,36.88,1.577,1.5888,-0.74,-0.316,-0.0352,-797.73,29.094084,43.405862,-14.31,-2.78,
300542,新晨科技,软件和信息技术服务业,12.25,-306.25,6.759,36.57,30.86,4.6784,4.6023,1.65,-0.0959,-0.1299,26.17,15.465983,17.773669,-2.31,-1.76,
300231,银信科技,软件和信息技术服务业,8.22,60.0,2.303,36.56,36.56,7.0298,8.3825,-16.14,0.1709,0.4891,-65.06,17.940029,20.573016,-2.63,1.03,
688039,当虹科技,软件和信息技术服务业,32.83,-39.554,3.527,36.31,36.31,1.3633,1.3297,2.53,-0.3206,-0.0615,-421.3,42.07149,42.207846,-0.14,-3.08,
605398,新炬网络,软件和信息技术服务业,22.3,223.0,3.541,36.29,36.29,2.3631,2.4376,-3.06,-0.064,0.073,-187.67,37.142654,39.003737,-1.86,-0.62,
301208,中亦科技,软件和信息技术服务业,30.23,67.178,2.317,36.28,20.38,6.6016,3.7787,74.71,0.2302,0.2208,4.26,18.745489,29.334729,-10.59,1.47,
300830,金现代,软件和信息技术服务业,7.99,-44.389,2.777,36.09,26.92,0.9006,0.9505,-5.25,-0.2345,-0.2243,-4.55,33.046747,39.432886,-6.39,-1.79,
301633,港迪技术,软件和信息技术服务业,64.69,49.762,4.026,36.02,16.51,1.6414,2.1009,-21.87,-0.2418,0.1842,-231.27,28.138206,43.153953,-15.02,-2.61,
688152,麒麟信安,软件和信息技术服务业,35.23,-61.807,2.947,35.9,35.9,0.9659,0.9406,2.69,-0.0243,-0.1038,76.59,77.513568,81.010095,-3.5,-0.2,
300663,科蓝软件,软件和信息技术服务业,7.49,-9.073,13.049,35.84,34.48,1.8001,3.1223,-42.35,-0.7524,-0.0622,-1109.65,15.749623,31.297384,-15.55,-20.54,
301195,北路智控,软件和信息技术服务业,27.14,23.6,1.482,35.84,23.8,4.3973,4.6459,-5.35,0.4569,0.7013,-34.85,38.941757,44.398502,-5.46,1.86,
301221,光庭信息,软件和信息技术服务业,27.11,33.56,1.748,35.62,24.22,3.1898,2.7541,15.82,-0.2944,0.4292,-168.59,30.353942,38.988687,-8.63,-1.46,
688588,凌志软件,软件和信息技术服务业,9.0,32.967,3.111,35.1,35.1,4.5175,5.1559,-12.38,-0.2446,1.1197,-121.85,27.18644,26.911566,0.27,-2.01,
002148,北纬科技,软件和信息技术服务业,6.27,-627.0,2.852,35.03,28.28,1.9874,1.9449,2.19,0.0478,-0.0313,252.72,34.942933,37.282456,-2.34,0.39,
301380,挖金客,软件和信息技术服务业,34.5,82.143,4.658,34.98,28.41,5.7631,5.3286,8.15,0.2718,0.3087,-11.95,14.106325,15.704931,-1.6,3.6,
000889,中嘉博创,软件和信息技术服务业,3.7,-130.742,17.395,34.64,32.18,7.3199,7.7576,-5.64,1.2534,-0.2144,684.61,9.496236,7.650467,1.85,91.81,
688292,浩瀚深度信息技术,软件和信息技术服务业,21.74,-1087.0,3.608,34.43,34.43,1.5041,1.5371,-2.15,-0.4779,0.0253,-1988.93,57.632977,65.268802,-7.64,-4.72,
003005,竞业达,软件和信息技术服务业,14.85,400.27,1.965,34.36,19.93,1.1224,1.1828,-5.11,-0.7437,-0.1898,-291.83,49.424367,47.40399,2.02,-4.13,
300608,思特奇,软件和信息技术服务业,9.86,-18.259,2.375,34.32,30.01,1.8113,1.8,0.63,-1.0247,-0.8806,-16.36,2.297812,15.472306,-13.17,-7.84,
