code,name,industry,price,pe,pb,mktcap_yi,nmc_yi,rev_26h1,rev_25h1,rev_yoy_calc,np_26h1,np_25h1,np_yoy_calc,gm_26h1,gm_25h1,gm_chg_pp,roe_26h1,fin_err
688030,山石网科,软件和信息技术服务业,19.0,-17.694,4.929,34.25,34.25,4.5133,4.1682,8.28,-0.2112,-0.7656,72.41,71.269798,69.260452,2.01,-2.93,
003029,吉大正元,软件和信息技术服务业,17.59,-29.814,3.397,34.06,30.89,1.4286,1.7726,-19.41,-0.351,-0.4313,18.62,53.457711,55.481716,-2.02,-3.44,
301302,华如科技,软件和信息技术服务业,21.72,-14.48,2.381,33.85,30.19,1.8007,1.0301,74.81,-0.6277,-0.8381,25.1,35.857886,24.907074,10.95,-4.33,
603258,电魂网络,互联网和相关服务,13.92,-15.64,1.772,33.79,33.59,1.8304,1.9405,-5.67,-0.5877,-0.0934,-529.23,52.016608,61.102573,-9.09,-3.03,
301178,天亿马,软件和信息技术服务业,35.88,326.182,4.273,33.41,24.65,2.1254,1.4563,45.95,0.0259,0.0606,-57.26,19.759798,30.326615,-10.57,0.33,
301197,工大科雅,软件和信息技术服务业,27.56,102.074,2.562,33.22,29.97,0.5159,0.8781,-41.25,-0.2635,-0.154,-71.1,37.157245,40.220886,-3.06,-2.0,
688130,晶华微电子,软件和信息技术服务业,27.36,-78.171,2.667,33.08,16.49,1.0717,0.7862,36.31,-0.0202,-0.2296,91.2,49.727161,50.921738,-1.19,-0.16,
301270,汉仪股份,软件和信息技术服务业,32.45,223.485,3.409,32.45,30.66,0.8197,0.8997,-8.89,0.0195,0.0633,-69.19,80.406986,79.238702,1.17,0.2,
688657,浩辰软件,软件和信息技术服务业,33.95,43.526,2.315,32.4,20.27,1.8138,1.4419,25.79,0.2207,0.2656,-16.91,92.79191,91.993982,0.8,1.58,
300250,初灵信息,软件和信息技术服务业,14.85,78.158,5.702,31.74,23.4,1.1555,1.1457,0.86,0.0186,0.0345,-46.09,43.771425,54.213238,-10.44,0.33,
688579,地纬智能,软件和信息技术服务业,7.92,52.695,2.298,31.68,31.68,1.2957,2.0911,-38.04,-0.2744,0.1977,-238.8,49.786648,52.191419,-2.4,-1.97,
301313,凡拓数创,软件和信息技术服务业,30.82,-23.891,5.291,31.54,24.26,2.3073,3.1956,-27.8,-0.7725,-0.4686,-64.85,31.487678,26.624185,4.86,-12.25,
688391,钜泉科技,软件和信息技术服务业,27.02,72.479,1.693,31.24,31.24,2.7846,2.7208,2.34,0.136,0.3749,-63.72,37.706177,41.131455,-3.43,0.73,
300051,琏升科技,软件和信息技术服务业,8.28,-23.657,29.424,30.8,30.46,0.9659,2.0944,-53.88,-0.4405,-0.5016,12.18,-32.881554,-16.840095,-16.04,-45.8,
300941,创识科技,软件和信息技术服务业,15.03,93.938,2.417,30.77,19.05,1.0094,0.8667,16.46,-0.0306,0.0638,-147.96,34.704384,34.440284,0.26,-0.24,
300578,会畅科技,软件和信息技术服务业,15.5,-221.429,2.709,30.73,30.72,1.8667,2.2194,-15.89,-0.3051,0.0802,-480.42,29.696264,35.46006,-5.76,-2.65,
688589,力合微电子,软件和信息技术服务业,20.79,148.5,3.152,30.21,30.21,2.1019,1.9828,6.01,0.1929,0.2485,-22.37,40.538713,47.54884,-7.01,1.83,
002908,德生科技,软件和信息技术服务业,7.0,334.928,2.852,30.2,22.77,2.1733,2.485,-12.54,-0.2632,0.0887,-396.73,34.823578,45.217415,-10.39,-2.41,
002995,天地在线,互联网和相关服务,17.02,-23.547,3.772,30.2,20.71,5.0514,6.5392,-22.75,-0.0145,-0.3344,95.66,6.39085,4.927633,1.46,-0.18,
300235,方直科技,软件和信息技术服务业,11.95,170.714,4.255,30.08,24.47,0.3829,0.3057,25.25,0.0578,0.0301,92.03,79.471239,82.048337,-2.58,0.82,
300148,天舟文化,互联网和相关服务,3.56,44.5,2.857,30.02,28.98,2.2111,2.4852,-11.03,0.2689,0.5167,-47.96,35.421842,30.412848,5.01,2.6,
920806,云星宇,软件和信息技术服务业,9.95,39.8,1.947,29.92,29.92,7.0591,6.5653,7.52,0.2321,0.2663,-12.84,14.751262,15.434648,-0.68,1.49,
300609,汇纳科技,软件和信息技术服务业,24.91,-35.852,3.48,29.92,29.87,1.3835,1.2639,9.46,-0.7755,-0.1747,-343.9,37.406714,53.425625,-16.02,-8.61,
300025,华星创业,软件和信息技术服务业,5.85,-20.341,7.229,29.76,29.65,2.6258,2.9284,-10.33,-0.1864,-0.2632,29.18,13.639374,11.325413,2.31,-4.42,
688296,和达科技,软件和信息技术服务业,27.58,-42.431,5.295,29.62,29.62,1.2624,1.2435,1.52,-0.2435,-0.1747,-39.38,34.672015,31.561085,3.11,-4.22,
300810,中科海讯,软件和信息技术服务业,25.04,-66.156,4.029,29.56,28.55,1.0464,0.9597,9.03,-0.4492,-0.6468,30.55,24.401492,22.129925,2.27,-5.92,
300845,捷安高科,软件和信息技术服务业,14.2,71.0,3.704,29.2,20.64,1.2517,1.0173,23.04,-0.0674,0.0086,-883.72,37.209134,46.316766,-9.11,-0.81,
002331,皖通科技,软件和信息技术服务业,6.8,-8.814,2.061,29.13,27.44,4.4425,3.241,37.07,-0.6584,-0.3744,-75.85,14.664239,23.26995,-8.61,-4.6,
002425,凯撒文化,互联网和相关服务,3.04,-5.194,1.176,29.08,27.97,3.1304,2.7332,14.53,0.0499,-0.5874,108.5,22.254611,-2.142614,24.4,0.2,
301337,亚华电子,软件和信息技术服务业,27.85,-198.929,2.667,29.02,28.39,1.219,1.025,18.93,-0.0718,-0.0472,-52.12,39.86037,40.779979,-0.92,-0.66,
688171,纬德信息,软件和信息技术服务业,24.82,177.286,3.559,29.0,29.0,0.5771,0.4629,24.67,-0.0778,0.0311,-350.16,49.875878,42.123859,7.75,-0.95,
920953,国子软件,软件和信息技术服务业,22.5,43.269,4.688,28.83,13.47,1.0354,0.9917,4.41,0.1305,0.1798,-27.42,56.371719,56.468599,-0.1,2.15,
002771,真视通,软件和信息技术服务业,13.55,-45.167,4.898,28.42,24.47,0.8315,1.3051,-36.29,-0.2501,-0.3707,32.53,14.05609,16.273636,-2.22,-4.22,
301299,卓创资讯,软件和信息技术服务业,46.45,42.615,4.834,28.18,21.3,1.8529,1.7115,8.26,0.3646,0.3514,3.76,63.722081,64.346726,-0.62,6.15,
920748,路桥信息,软件和信息技术服务业,36.5,-41.011,14.542,28.01,25.69,0.8081,0.3084,162.03,-0.2054,-0.2472,16.91,20.288487,24.219528,-3.93,-10.13,
300659,中孚信息,软件和信息技术服务业,10.71,-26.775,2.471,27.89,19.53,2.1339,2.9592,-27.89,-1.1979,-1.0638,-12.61,78.068628,68.790819,9.28,-10.08,
300275,梅安森,软件和信息技术服务业,8.96,67.318,2.875,27.6,24.32,2.1319,2.2266,-4.25,0.2607,0.2873,-9.26,42.340702,45.082452,-2.74,2.72,
300730,科创信息,软件和信息技术服务业,11.38,-19.965,20.446,27.44,23.53,0.4734,0.5406,-12.43,-0.3655,-0.5105,28.4,15.975842,25.573327,-9.6,-23.71,
300365,恒华科技,软件和信息技术服务业,4.52,-11.895,1.732,27.11,23.13,1.5453,3.7275,-58.54,-0.3114,0.0606,-613.86,22.604337,22.338915,0.27,-1.93,
301428,世纪恒通,互联网和相关服务,27.31,-74.071,2.213,26.95,19.02,4.891,5.4023,-9.46,0.3127,0.3697,-15.42,29.586282,25.818855,3.77,2.6,
688229,博睿宏远数据,软件和信息技术服务业,60.57,-27.284,7.873,26.89,26.89,0.5726,0.702,-18.43,-0.3562,-0.2619,-36.01,69.730704,67.715507,2.02,-9.94,
603602,纵横通信,软件和信息技术服务业,11.63,-15.932,2.946,26.87,26.87,9.8351,7.9749,23.33,0.1492,0.1174,27.09,15.905784,17.036752,-1.13,1.67,
688619,罗普特科技,软件和信息技术服务业,14.47,-11.305,4.143,26.83,26.83,0.6363,0.7122,-10.66,-0.4166,-0.4737,12.05,10.416803,25.607108,-15.19,-6.45,
300264,佳创视讯,软件和信息技术服务业,6.2,-76.923,2066.667,26.71,22.97,0.2688,0.8202,-67.23,-0.114,-0.0743,-53.43,36.818813,23.184724,13.63,-163.01,
301185,鸥玛软件,软件和信息技术服务业,17.35,45.658,2.455,26.62,24.37,0.9875,1.0317,-4.28,0.3112,0.3618,-13.99,63.262723,63.598419,-0.34,2.83,
688004,北京博汇科技,软件和信息技术服务业,33.14,-114.276,4.73,26.54,26.54,0.4013,0.512,-21.62,-0.2074,-0.169,-22.72,52.828719,56.805003,-3.98,-3.63,
300052,中青宝,互联网和相关服务,10.13,-48.238,8.055,26.53,26.53,0.6224,0.9795,-36.46,-0.2953,-0.2465,-19.8,18.519159,28.728467,-10.21,-8.58,
300359,全通教育,软件和信息技术服务业,4.15,-37.727,5.349,26.28,26.28,0.8789,1.2456,-29.44,-0.4154,-0.323,-28.61,16.676788,18.258556,-1.58,-8.11,
300350,华鹏飞,软件和信息技术服务业,4.62,-77.0,2.97,25.96,21.34,3.5642,1.8805,89.53,-0.0981,0.0208,-571.63,8.919489,13.135631,-4.22,-1.12,
688651,远江盛邦安全,软件和信息技术服务业,24.94,-38.969,2.878,25.56,11.73,0.8853,1.0552,-16.1,-0.4051,-0.3641,-11.26,65.378184,71.192936,-5.81,-4.46,
688435,英方软件,软件和信息技术服务业,30.11,-167.278,2.336,25.14,16.88,0.7307,0.8435,-13.37,-0.1881,-0.0953,-97.38,77.466242,84.798242,-7.33,-1.73,
301159,三维天地,软件和信息技术服务业,32.25,293.182,3.971,24.95,17.1,0.7993,0.6926,15.41,-0.3629,-0.6058,40.1,38.911234,29.348194,9.56,-5.6,
688244,永信至诚,软件和信息技术服务业,16.5,-51.563,2.714,24.91,24.91,0.5434,0.8528,-36.28,-0.5347,-0.4205,-27.16,35.083394,51.509673,-16.43,-5.66,
300987,川网传媒,互联网和相关服务,14.32,119.333,3.161,24.83,24.83,1.2536,1.3521,-7.28,0.0074,0.0274,-72.99,27.639338,26.184126,1.46,0.09,
300150,世纪瑞尔,软件和信息技术服务业,4.17,46.333,1.55,24.4,19.33,2.6546,3.5614,-25.46,-0.1059,0.4153,-125.5,37.409481,41.053568,-3.64,-0.67,
900926,宝信B,软件和信息技术服务业,0.848,1.064,0.221,24.34,6.14,56.3188,47.1471,19.45,7.0678,7.1253,-0.81,29.784273,34.994506,-5.21,6.32,
301378,通达海,软件和信息技术服务业,25.19,-19.377,2.085,24.33,15.57,1.8823,1.5316,22.9,-0.6417,-0.4403,-45.74,31.673955,35.763398,-4.09,-5.35,
300242,佳云科技,互联网和相关服务,3.83,-67.549,10.337,24.3,24.3,4.7008,11.3034,-58.41,-0.1332,-0.2942,54.72,11.828436,4.606454,7.22,-5.51,
688246,嘉和美康科技,软件和信息技术服务业,17.22,-9.462,1.935,23.69,23.69,1.7358,2.1869,-20.63,-0.8001,-1.1629,31.2,24.549466,20.51831,4.03,-6.33,
300789,唐源电气,软件和信息技术服务业,16.39,89.759,2.317,23.58,22.88,1.7357,2.8996,-40.14,-0.3351,0.336,-199.73,42.506081,37.937365,4.57,-3.26,
688500,慧辰资讯股份公司,软件和信息技术服务业,30.7,-55.818,3.28,23.32,23.0,2.0679,2.0161,2.57,-0.5983,-0.3203,-86.79,21.163818,23.008868,-1.85,-8.29,
300513,恒实科技,软件和信息技术服务业,7.35,-3.296,4.439,23.06,21.11,4.9277,4.0293,22.3,-0.4662,-1.0587,55.96,13.243177,6.940201,6.3,-8.59,
600892,大晟文化,软件和信息技术服务业,4.12,-27.467,-169.547,23.05,23.04,1.5389,1.0878,41.47,-0.3885,-0.3373,-15.18,74.457231,69.954479,4.5,0.0,
688369,致远互联,软件和信息技术服务业,19.57,-9.736,3.078,22.55,22.55,3.6648,3.3787,8.47,-1.1265,-1.3549,16.86,58.897818,60.6527,-1.75,-14.36,
688078,龙软科技,软件和信息技术服务业,30.92,-42.356,3.408,22.54,22.54,0.8754,0.8598,1.81,-0.1488,0.0482,-408.71,22.687432,37.061198,-14.37,-2.22,
688038,武汉中科通达,软件和信息技术服务业,19.3,-643.333,3.764,22.46,22.46,0.8968,0.8288,8.2,0.0197,-0.0085,331.76,22.827426,23.222103,-0.39,0.33,
688060,江苏云涌电子科技,软件和信息技术服务业,37.13,-181.299,2.546,22.35,22.35,0.9958,1.2998,-23.39,-0.1915,-0.0886,-116.14,28.009282,32.231503,-4.22,-2.1584,
688316,青云科技,软件和信息技术服务业,45.92,-32.955,70.548,21.99,21.99,0.8742,1.0011,-12.68,-0.3451,-0.4156,16.96,27.326006,25.780483,1.55,-130.98,
300935,盈建科,软件和信息技术服务业,27.61,-27.889,3.041,21.93,16.64,0.4607,0.4845,-4.91,-0.3933,-0.3238,-21.46,88.797641,82.294622,6.5,-5.31,
300597,吉大通信,软件和信息技术服务业,7.95,-24.844,2.333,21.67,21.59,2.1501,2.1871,-1.69,-0.1358,-0.1568,13.39,16.544187,17.523006,-0.98,-1.45,
300851,交大思诺,软件和信息技术服务业,24.69,28.709,1.657,21.46,13.99,1.51,1.2831,17.68,0.1875,0.1219,53.81,67.783365,69.000167,-1.22,1.4,
920592,华信永道,软件和信息技术服务业,26.28,-54.75,6.898,21.23,13.22,0.6028,0.46,31.04,-0.3142,-0.2371,-32.52,19.766182,24.3508,-4.58,-9.72,
300074,华平股份,软件和信息技术服务业,3.83,-11.285,2.534,21.08,21.07,1.1011,1.5969,-31.05,-0.2529,-0.3672,31.13,51.08554,31.047176,20.04,-3.01,
300645,正元智慧,软件和信息技术服务业,13.92,154.667,1.882,19.78,19.39,5.1048,4.6005,10.96,-0.1689,-0.1874,9.87,43.471924,44.980295,-1.51,-1.54,
920207,众诚科技,软件和信息技术服务业,21.32,2132.0,6.747,19.66,12.01,1.8906,1.336,41.51,0.0702,-0.1501,146.77,21.723772,21.674401,0.05,2.38,
002253,川大智胜,软件和信息技术服务业,8.7,-8.056,2.346,19.63,18.27,0.6553,0.5452,20.19,-0.2952,-0.3288,10.22,13.874613,11.108609,2.77,-3.47,
920227,美登科技,软件和信息技术服务业,50.39,45.396,4.907,19.62,8.93,0.7785,0.7599,2.45,0.2073,0.1938,6.97,68.125073,65.581288,2.54,4.87,
300556,丝路视觉,软件和信息技术服务业,15.98,-31.96,4.955,19.43,17.34,3.6902,2.7695,33.24,0.0106,-0.8026,101.32,27.455611,12.004184,15.45,0.26,
688051,罗克佳华科技,软件和信息技术服务业,25.0,-16.026,3.569,19.33,19.33,0.8293,1.0943,-24.22,-0.5736,-0.4088,-40.31,23.488521,20.428377,3.06,-10.06,
688058,宝兰德软件,软件和信息技术服务业,25.25,-25.0,3.234,19.15,19.15,0.9012,0.8174,10.25,-0.5875,-0.6777,13.31,72.26118,69.675634,2.59,-9.45,
688118,普元信息,软件和信息技术服务业,20.15,261.688,2.385,19.1,19.1,0.762,0.9918,-23.17,-0.4504,-0.2963,-52.01,46.585495,49.694877,-3.11,-5.29,
920790,联迪信息,软件和信息技术服务业,22.86,228.6,6.08,18.05,12.43,1.0695,0.8498,25.85,-0.0655,0.1012,-164.72,18.431922,31.138233,-12.71,-2.12,
300605,恒锋信息,软件和信息技术服务业,10.24,-68.267,4.103,16.91,12.94,1.1751,2.6839,-56.22,-0.3825,0.0246,-1654.88,8.714164,19.529657,-10.82,-8.42,
002316,亚联发展,软件和信息技术服务业,4.3,273.885,21.861,16.9,14.65,2.3042,2.8533,-19.24,0.0045,0.0618,-92.72,12.666963,13.806967,-1.14,0.58,
688695,中创股份,软件和信息技术服务业,19.82,-60.061,2.242,16.86,10.58,0.5005,0.5984,-16.36,-0.1997,-0.0796,-150.88,98.096778,79.37717,18.72,-2.62,
920924,广脉科技,软件和信息技术服务业,14.63,91.438,4.828,15.7,9.56,1.6971,1.829,-7.21,0.0759,0.1415,-46.36,24.008788,22.590727,1.42,2.35,
920171,志晟信息,软件和信息技术服务业,15.64,312.8,7.142,15.68,10.58,1.1957,0.8265,44.67,0.0107,0.0249,-57.03,25.431608,39.926206,-14.49,0.49,
920092,汉鑫科技,软件和信息技术服务业,24.58,-39.016,4.494,15.26,8.1,0.4849,0.6385,-24.06,-0.149,-0.1792,16.85,19.708943,24.524699,-4.82,-4.3,
920130,立方控股,软件和信息技术服务业,16.44,-29.891,3.301,15.16,9.42,1.5764,1.5626,0.88,-0.1492,-0.1213,-23.0,39.398457,43.527097,-4.13,-3.19,
920184,国源科技,软件和信息技术服务业,11.23,66.059,2.369,14.79,10.04,1.159,1.1142,4.02,0.0761,0.0721,5.55,37.385254,42.732365,-5.35,1.21,
920564,天润科技,软件和信息技术服务业,13.76,196.571,5.232,14.71,6.77,0.3613,0.7037,-48.66,-0.3934,-0.0715,-450.21,11.866884,46.067415,-34.2,-12.92,
920425,乐创技术,软件和信息技术服务业,14.06,31.244,3.524,14.16,11.66,0.9347,0.5188,80.17,0.3761,0.1826,105.97,70.260712,69.372235,0.89,13.29,
920670,数字人,软件和信息技术服务业,12.38,154.75,5.577,13.15,8.25,0.2951,0.2974,-0.77,-0.0798,-0.039,-104.62,69.232074,75.172411,-5.94,-3.28,
920415,恒拓开源,软件和信息技术服务业,8.75,48.611,2.198,12.29,9.38,0.798,0.6646,20.07,0.0634,0.0312,103.21,47.981806,49.219854,-1.24,1.13,
920932,科达自控,软件和信息技术服务业,10.3,-12.262,1.907,10.85,8.97,1.841,1.4897,23.58,-0.3979,0.0458,-968.78,26.096415,44.456448,-18.36,-6.76,
920375,派诺科技,软件和信息技术服务业,6.31,70.111,1.211,9.6,6.21,2.1116,2.5972,-18.7,-0.3113,0.0368,-945.92,33.79063,36.032544,-2.24,-4.08,
920508,殷图网联,软件和信息技术服务业,14.5,362.5,4.545,8.7,4.63,0.2204,0.2652,-16.89,-0.0069,-0.0237,70.89,37.133022,35.005546,2.13,-0.35,
900901,云赛B股,软件和信息技术服务业,0.617,4.169,0.175,8.44,1.81,28.8233,31.3229,-7.98,1.0186,0.9501,7.21,16.268962,16.068376,0.2,2.0674,
