市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股,000007,全新好,交运设备,汽车-汽车销售,房地产业-房地产业,广东省深圳市福田区华强北街道福强社区华强北路1078号现代之窗A座25层,深圳市福田区福田街道深南中路3031号汉国城市商业中心5507-09,福田区,,注册地在深圳
A股,000010,*ST美丽,建筑,基础建设-其他基础建设,建筑业-土木工程建筑业,深圳市宝安中心区宝兴路6号海纳百川总部大厦B座B1701-B1703室,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座1701-1703室,—,,注册地在深圳
A股,000012,南玻A,建材,玻璃-玻璃,制造业-非金属矿物制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省深圳市蛇口工业六路一号南玻大厦,—,,注册地在深圳
A股,000016,*ST康佳A,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,南山区,,注册地在深圳
A股,000017,深中华A,轻工制造,珠宝首饰-珠宝首饰,制造业-文教、工美、体育和娱乐用品制造业,深圳市罗湖区布心路3008号,深圳市罗湖区翠竹街道贝丽北路89号水贝金座大厦8楼,罗湖区,,注册地在深圳
A股,000019,深粮控股,商贸零售,贸易-贸易,批发和零售业-批发业,深圳市南山区粤海街道学府路科技园南区软件产业基地4栋B座8层,深圳市福田区福虹路9号世贸广场A座13楼,南山区,,注册地在深圳
A股,000020,深华发A,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,中国广东省深圳市福田区华发北路411栋,深圳市福田区华发北路411栋华发大厦东座6楼,福田区,,注册地在深圳
A股,000021,深科技,信息技术,计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业,深圳市福田区彩田路7006号,广东省深圳市福田区彩田路7006号,福田区,,注册地在深圳
A股,000025,特力A,轻工制造,珠宝首饰-珠宝首饰,批发和零售业-批发业,深圳市罗湖区水贝二路五十六号特力大厦三楼,深圳市罗湖区水贝二路五十六号特力大厦三、四楼,罗湖区,,注册地在深圳
A股,000026,飞亚达,轻工制造,珠宝首饰-珠宝首饰,批发和零售业-零售业,深圳市南山区高新南一道飞亚达科技大厦,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,南山区,,注册地在深圳
A股,000027,深圳能源,公用事业,电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,深圳市福田区福田街道金田路2026号能源大厦北塔楼9层、29-31层、34-41层,深圳市福田区福田街道金田路2026号能源大厦北塔楼9层、29-31层、34-41层,福田区,,注册地在深圳
A股,000028,国药一致,医药生物,医药商业-医药商业,批发和零售业-批发业,广东省深圳市福田区八卦四路15号一致药业大厦,"广东省深圳市福田区园岭街道八卦四路15号一致药业大厦,广东省广州市荔湾区站前路22号医药大厦11楼",福田区,,注册地在深圳
A股,000032,深桑达A,建筑,建筑施工-专业工程,建筑业-建筑安装业,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17楼,南山区,,注册地在深圳
A股,000034,神州数码,信息技术,计算机软件-其他软件服务,批发和零售业-批发业,深圳市南山区沙河街道东方社区深湾二路82号神州数码国际创新中心东塔3801,北京市海淀区上地九街九号数码科技广场,南山区,,注册地在深圳
A股,000037,深南电A,公用事业,电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,广东省深圳市南山区月亮湾大道2097号,广东省深圳市南山区华侨城汉唐大厦16、17楼,南山区,,注册地在深圳
A股,000039,中集集团,交运设备,其他交运设备-其他交运设备,制造业-金属制品业,中国广东省深圳市南山区蛇口港湾大道2号中集集团研发中心8楼,"中国广东省深圳市南山区蛇口港湾大道2号中集集团研发中心8楼,香港德辅道中199号无限极广场3101-2室",南山区,,注册地在深圳
A股,000045,深纺织A,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市前海深港合作区南山街道恒升街2号中国国有资本风投大厦A塔A3604,深圳市福田区华强北路3号深纺大厦A座六楼,前海深港合作区,,注册地在深圳
A股,000048,京基智农,农林牧渔,畜牧业-养殖,农、林、牧、渔业-畜牧业,深圳市罗湖区桂园街道老围社区蔡屋围京基一百大厦A座7101,深圳市罗湖区桂园街道老围社区蔡屋围京基一百大厦A座7101,罗湖区,,注册地在深圳
A股,000049,德赛电池,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市南山区高新科技园南区高新南一道德赛科技大厦东座26楼,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦东座26楼,南山区,,注册地在深圳
A股,000050,深天马A,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区民治街道北站社区留仙大道天马大厦1918,深圳市龙华区民治街道北站社区天马总部大厦,龙华区,,注册地在深圳
A股,000055,方大集团,建材,其他建材-其他建材,制造业-金属制品业,深圳市南山区粤海街道高新区社区科技南十二路011号方大大厦20层,深圳市南山区龙珠四路2号方大城T1栋39层,南山区,,注册地在深圳
A股,000056,*ST皇庭,商贸零售,商业物业经营-一般物业经营,租赁和商务服务业-商务服务业,深圳市福田区福田街道岗厦社区福华路350号岗厦皇庭大厦28A01单元,深圳市福田区福田街道岗厦社区福华路350号岗厦皇庭大厦28A01单元,福田区,,注册地在深圳
A股,000058,深赛格,商贸零售,商业物业经营-专业市场,租赁和商务服务业-商务服务业,深圳市福田区华强北路群星广场A座31楼,广东省深圳市福田区华强北路群星广场A座31楼,福田区,,注册地在深圳
A股,000060,中金岭南,有色金属,基本金属-铅锌,制造业-有色金属冶炼和压延加工业,深圳市罗湖区清水河街道清水河社区清水河一路112号深业进元大厦塔楼2座303C,深圳市福田区深南大道6013号中国有色大厦23-26楼,罗湖区,,注册地在深圳
A股,000061,农产品,商贸零售,商业物业经营-专业市场,租赁和商务服务业-商务服务业,深圳市光明区马田街道根竹园社区公明南环大道1688号海吉星农产品光明物流园2栋8层,广东省深圳市福田区深南大道7028号时代科技大厦13楼,光明区,,注册地在深圳
A股,000062,深圳华强,电子设备,电子元件-电子元件,批发和零售业-批发业,深圳市福田区梅林街道梅丰社区北环大道6018号华强科创广场1栋43楼,深圳市福田区梅林街道梅丰社区北环大道6018号华强科创广场1栋43楼,福田区,,注册地在深圳
A股,000063,中兴通讯,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,中国广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,中国广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,南山区,,注册地在深圳
A股,000066,中国长城,信息技术,计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业,广东省深圳市南山区粤海街道科技园社区科发路3号中电长城大厦A-2401,深圳市南山区科技园中电长城大厦,南山区,,注册地在深圳
A股,000068,华控赛格,商贸零售,贸易-贸易,批发和零售业-批发业,深圳市大工业区兰竹大道以北CH3主厂房,深圳市福田区太平金融大厦29楼,—,,注册地在深圳
A股,000069,华侨城A,休闲、生活及专业服务,休闲服务-旅游服务,房地产业-房地产业,深圳市南山区华侨城指挥部大楼103、105、107、111、112室,广东省深圳市南山区华侨城大厦,南山区,,注册地在深圳
A股,000070,特发信息,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,南山区,,注册地在深圳
A股,000078,ST海王,医药生物,医药商业-医药商业,批发和零售业-批发业,深圳市南山区科技中三路1号海王银河科技大厦24楼,广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,南山区,,注册地在深圳
A股,000088,盐田港,交通运输,港口航运-港口,交通运输、仓储和邮政业-水上运输业,深圳市盐田区盐田港海港大厦17-20层,深圳市盐田区盐田港海港大厦十七层至十九层,盐田区,,注册地在深圳
A股,000089,深圳机场,交通运输,航空机场-机场,交通运输、仓储和邮政业-航空运输业,深圳市宝安区宝安机场T3商务区配套写字楼A栋,深圳市宝安区宝安机场T3商务区配套写字楼A栋,宝安区,,注册地在深圳
A股,000096,广聚能源,化石能源,石油天然气-石油天然气贸易,批发和零售业-批发业,广东省深圳市南山区粤海街道海德三道199号天利中央商务广场A座22楼2201-2212,深圳市南山区粤海街道海德三道199号天利中央商务广场A座22楼,南山区,,注册地在深圳
A股,000099,中信海直,交通运输,航空机场-航空,交通运输、仓储和邮政业-航空运输业,深圳市罗湖区清水河街道清水河社区清水河一路112号罗湖投资控股大厦塔楼2座901,广东省深圳市南山区南海大道3533号深圳直升机场,罗湖区,,注册地在深圳
A股,000555,神州信息,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区沙河街道东方社区深湾二路82号神州数码国际创新中心东塔3905,北京市海淀区西北旺东路10号院东区18号楼神州信息大厦,南山区,,注册地在深圳
A股,000999,华润三九,医药生物,化学制药-化学制剂,制造业-医药制造业,深圳市龙华区观湖街道观澜高新园区观清路1号,深圳市龙华区观湖街道观澜高新园区观清路1号,龙华区,,注册地在深圳
A股,001232,嘉立创,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市福田区莲花街道景华社区商报路2号奥林匹克大厦27层,,福田区,,注册地在深圳
A股,001283,豪鹏科技,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市龙岗区平湖街道新厦大道68号第一栋,深圳市龙岗区平湖街道新厦大道68号第一栋,龙岗区,,注册地在深圳
A股,001287,中电港,商贸零售,贸易-贸易,批发和零售业-批发业,深圳市前海深港合作区南山街道自贸西街151号招商局前海经贸中心一期A座2001,"深圳市南山区桃源街道留仙大道3333号塘朗城西区A座23-25层,深圳市前海深港合作区南山街道自贸西街151号招商局前海经贸中心一期A座20层",前海深港合作区,,注册地在深圳
A股,001298,好上好,电子设备,电子元件-电子元件,批发和零售业-批发业,深圳市前海深港合作区南山街道梦海大道5109号前海卓越金融中心(一期)8号楼1506A(一照多址企业),广东省深圳市南山区粤海街道高新区社区高新南一道002号飞亚达科技大厦1503,前海深港合作区,,注册地在深圳
A股,001308,康冠科技,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区坂田街道岗头社区五和大道4023号1号楼第一层至第五层,深圳市龙岗区坂田街道岗头社区五和大道4023号1号楼第一层至第五层,龙岗区,,注册地在深圳
A股,001309,德明利,电子设备,半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园1栋2301、2401、2501,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园1栋2401,福田区,,注册地在深圳
A股,001314,亿道信息,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道上合社区33区大宝路83号美生慧谷科技园秋谷8栋509(一照多址企业),深圳市坪山区龙田街道老坑社区光科一路8号亿道大厦1栋,宝安区,,注册地在深圳
A股,001316,润贝航科,商贸零售,贸易-贸易,批发和零售业-批发业,深圳市南山区桃源街道福光社区塘朗车辆段旁塘朗城广场(西区)A座3901,深圳市南山区桃源街道福光社区塘朗车辆段旁塘朗城广场(西区)A座3901,南山区,,注册地在深圳
A股,001326,联域股份,家电,照明设备-照明设备,制造业-电气机械和器材制造业,深圳市宝安区燕罗街道罗田社区象山大道172号正大安工业城6栋101-601,深圳市宝安区燕罗街道罗田社区象山大道172号正大安工业城6栋101-601,宝安区,,注册地在深圳
A股,001339,智微智能,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市福田区车公庙泰然九路海松大厦B-1303,深圳市南山区西丽街道兴科路66号乐普大厦东塔23层,福田区,,注册地在深圳
A股,001399,惠科股份,电子设备,半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业,"深圳市宝安区石岩街道石龙社区工业二路1号惠科工业园厂房1栋一层至三层、五至七层,6栋七层",,宝安区,,注册地在深圳
A股,001872,招商港口,交通运输,港口航运-港口,交通运输、仓储和邮政业-水上运输业,深圳市南山区招商街道工业三路一号招商局港口大厦23-25楼,中国深圳市南山区招商街道工业三路一号招商局港口大厦23-25楼,南山区,,注册地在深圳
A股,002008,大族激光,电子设备,电子设备制造-电子设备制造,制造业-专用设备制造业,深圳市南山区深南大道9988号,"广东省深圳市南山区深南大道9988号大族科技中心,广东省深圳市宝安区重庆路12号大族激光全球智造中心",南山区,,注册地在深圳
A股,002047,宝鹰股份,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市南山区粤海街道科技园社区科苑路8号讯美科技广场2号楼810,"深圳市南山区科苑南路3176号彩讯科技大厦703,705",南山区,,注册地在深圳
A股,002052,同洲电子,电气设备,电源设备-其他电源设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道科技园社区科苑路6号科技园工业大厦C588,深圳市宝安区新安街道龙井社区建安一路9号恒明珠金融大厦东座9楼902-904,南山区,,注册地在深圳
A股,002055,ST得润,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市光明区凤凰街道汇通路269号得润电子工业园,深圳市光明区凤凰街道朝凤路366号得润大厦,光明区,,注册地在深圳
A股,002105,信隆健康,交运设备,其他交运设备-其他交运设备,制造业-铁路、船舶、航空航天和其他运输设备制造业,深圳市宝安区松岗街道碧头社区碧腾路1号,广东省深圳市宝安区松岗街道碧头社区碧腾路1号,宝安区,,注册地在深圳
A股,002106,莱宝高科,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道高新北二道29号,深圳市光明区凤凰街道东坑社区光源四路9号101,南山区,,注册地在深圳
A股,002121,科陆电子,电气设备,输变电设备-电气仪表,制造业-仪器仪表制造业,深圳市光明区玉塘街道玉塘社区科陆智慧能源产业园5A101,深圳市南山区高新技术产业园北区宝深路科陆大厦,光明区,,注册地在深圳
A股,002130,沃尔核材,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区龙田街道兰景北路沃尔工业园,深圳市坪山区龙田街道兰景北路沃尔工业园,坪山区,,注册地在深圳
A股,002137,实益达,电子设备,电子设备制造-电子设备制造,制造业-电气机械和器材制造业,深圳市龙岗区宝龙工业城宝龙六路实益达科技园,深圳市龙岗区宝龙街道宝龙社区锦龙一路10号实益达锦龙厂区,龙岗区,,注册地在深圳
A股,002138,顺络电子,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区观澜街道大富苑工业区顺络观澜工业园,广东省深圳市龙华区观澜街道大富苑工业区顺络观澜工业园,龙华区,,注册地在深圳
A股,002139,拓邦股份,电子设备,电子设备制造-电子设备制造,制造业-电气机械和器材制造业,深圳市宝安区石岩街道塘头社区永腾三路1号拓邦工业园,深圳市宝安区石岩街道塘头社区永腾三路1号拓邦工业园,宝安区,,注册地在深圳
A股,002161,远望谷,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新南十道63号高新区联合总部大厦27、28楼,深圳市南山区粤海街道高新区社区科技南五路005号远望谷大厦5楼,南山区,,注册地在深圳
A股,002163,海南发展,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市南山区粤海街道滨海社区海天一路11、13、15号深圳市软件产业基地5栋E1101,"海南省海口市美兰区国兴大道3号互联网金融大厦C座13层,深圳市南山区滨海大道深圳市软件产业基地5栋E座11楼",南山区,,注册地在深圳
A股,002170,芭田股份,基础化工,化肥农药-复合肥,制造业-化学原料和化学制品制造业,深圳市南山区高新技术园学府路63号联合总部大厦30-31楼,深圳市南山区高新技术园学府路63号联合总部大厦30、31楼,南山区,,注册地在深圳
A股,002183,怡亚通,商贸零售,贸易-贸易,租赁和商务服务业-商务服务业,深圳市宝安区新安街道海滨社区滨港二路31号怡亚通大厦906,深圳市宝安区新安街道海滨社区滨港二路31号怡亚通大厦906,宝安区,,注册地在深圳
A股,002191,劲嘉股份,轻工制造,造纸印刷-包装印刷,制造业-印刷和记录媒介复制业,深圳市南山区科技中二路劲嘉科技大厦18-19层,深圳市南山区科技中二路劲嘉科技大厦18-19层,南山区,,注册地在深圳
A股,002197,证通电子,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市光明区玉塘街道田寮社区同观大道3号证通电子产业园二期-101,深圳市光明区玉塘街道田寮社区同观大道3号证通电子产业园,光明区,,注册地在深圳
A股,002210,飞马国际,公用事业,环保-环保,租赁和商务服务业-商务服务业,深圳市南山区粤海街道海珠社区文心五路11号汇通大厦11B,深圳市南山区粤海街道海珠社区文心五路11号汇通大厦11B,南山区,,注册地在深圳
A股,002213,大为股份,电子设备,半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新区社区科技南路18号深圳湾科技生态园12栋A1406,深圳市南山区粤海街道高新区社区科技南路18号深圳湾科技生态园12栋A1406,南山区,,注册地在深圳
A股,002215,诺普信,基础化工,化肥农药-农药,制造业-化学原料和化学制品制造业,深圳市宝安区西乡水库路113号,广东省深圳市宝安区西乡水库路113号,宝安区,,注册地在深圳
A股,002218,拓日新能,电气设备,电源设备-太阳能,制造业-电气机械和器材制造业,深圳市南山区侨城北路香年广场[南区]主楼(A座)栋—座8层802-804号房,深圳市南山区侨香路香年广场A栋8楼,南山区,,注册地在深圳
A股,002227,*ST特迅,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市南山区高新技术产业园北区松坪山路3号奥特迅电力大厦,深圳市南山区高新技术产业园北区松坪山路3号奥特迅电力大厦,南山区,,注册地在深圳
A股,002238,天威视讯,文化传媒,广播电视-有线电视,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务,深圳市福田区彩田路6001号,广东省深圳市福田区彩田路6001号,福田区,,注册地在深圳
A股,002243,力合科创,轻工制造,造纸印刷-包装印刷,制造业-橡胶和塑料制品业,深圳市龙岗区龙岗大道(坪地段)1001号,深圳市南山区科技园北区新东路1号清华信息港科研楼十楼,龙岗区,,注册地在深圳
A股,002256,兆新股份,基础化工,化学制品-涂料涂漆,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,深圳市南山区粤海街道高新区社区科技南路18号深圳湾科技生态园12栋B3401,深圳市南山区粤海街道高新区社区科技南路18号深圳湾科技生态园12栋B座34层,南山区,,注册地在深圳
A股,002289,宇顺电子,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道深圳市软件产业基地1栋A座13层1302,深圳市南山区科苑南路2233号深圳湾1号T1座21楼,南山区,,注册地在深圳
A股,002294,信立泰,医药生物,化学制药-化学制剂,制造业-医药制造业,深圳市福田区福保街道福保社区红柳道2号289数字半岛4层A区,深圳市福田区深南大道6009号车公庙绿景广场主楼(B座)37层,福田区,,注册地在深圳
A股,002301,齐心集团,轻工制造,文娱用品-文化用品,制造业-文教、工美、体育和娱乐用品制造业,深圳市坪山区锦绣东路18号齐心科技园,广东省深圳市坪山新区坑梓锦绣中路18号齐心科技园行政楼,坪山区,,注册地在深圳
A股,002303,美盈森,轻工制造,造纸印刷-包装印刷,制造业-造纸和纸制品业,深圳市光明新区光明新陂头村美盈森厂区A栋,广东省深圳市光明新区光明新陂头村美盈森厂区A栋,光明新区,,注册地在深圳
A股,002313,日海智能,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区大新路198号马家龙创新大厦17层1701,深圳市南山区大新路198号马家龙创新大厦17层,南山区,,注册地在深圳
A股,002327,富安娜,纺织服装,服装家纺-家纺,制造业-纺织业,深圳市南山区创业南南油大道西路自行车加工厂1栋,深圳市龙华区清丽路2号富安娜龙华总部大厦,南山区,,注册地在深圳
A股,002334,英威腾,电气设备,其他电气设备-其他电气设备,制造业-电气机械和器材制造业,深圳市南山区桃源街道长源社区学苑大道1001号南山智园A7栋501,深圳市光明区马田街道松白路英威腾光明科技大厦,南山区,,注册地在深圳
A股,002340,格林美,电气设备,电源设备-其他电源设备,制造业-废弃资源综合利用业,深圳市宝安区新安街道海旺社区宝兴路88号星通大厦4301,深圳市宝安区新安街道海旺社区宝兴路88号星通大厦43楼,宝安区,,注册地在深圳
A股,002351,漫步者,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道松坪山社区朗山路13号清华紫光科技园3层A302室,深圳市南山区西丽街道松坪山社区朗山路13号清华紫光科技园3层A302室,南山区,,注册地在深圳
A股,002352,顺丰控股,交通运输,物流-物流,交通运输、仓储和邮政业-邮政业,深圳市宝安区航城街道草围社区深圳机场航站四路1111号顺丰华南转运中心综合楼三层,中国广东省深圳市南山区科技南一路深投控创智天地大厦B座,宝安区,,注册地在深圳
A股,002356,鹏飞绿能,化石能源,石油天然气-石油天然气贸易,批发和零售业-零售业,广东省深圳市南山区后海滨路泰伦广场A座2203,深圳市南山区粤海街道海珠社区后海滨路3288号联想后海中心A2203,南山区,,注册地在深圳
A股,002369,卓翼科技,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区南头街道马家龙社区大新路198号创新大厦B栋1201,深圳市南山区南头街道大新路198号创新大厦B座12-14楼,南山区,,注册地在深圳
A股,002399,海普瑞,医药生物,生物医药-生物医药,制造业-医药制造业,深圳市南山区松坪山郎山路21号,深圳市南山区松坪山郎山路21号,南山区,,注册地在深圳
A股,002402,和而泰,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼1010-1011,广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼1010-1011,南山区,,注册地在深圳
A股,002416,爱施德,电子设备,消费电子设备-消费电子设备,批发和零售业-批发业,深圳市福田区泰然大道东泰然劲松大厦20F,深圳市南山区科发路83号南山金融大厦18层,福田区,,注册地在深圳
A股,002419,天虹股份,商贸零售,零售-百货,批发和零售业-零售业,深圳市南山区中心路(深圳湾段)3019号天虹大厦9-14楼、17-20楼,广东省深圳市南山区中心路(深圳湾段)3019号天虹大厦9-14楼、17-20楼,南山区,,注册地在深圳
A股,002421,达实智能,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,广东省深圳市南山区粤海街道高新区社区科技南一路28号达实大厦1201,广东省深圳市南山区粤海街道高新区社区科技南一路28号达实大厦,南山区,,注册地在深圳
A股,002429,兆驰股份,家电,视听器材-视听器材,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区南湾街道下李朗社区李朗路一号兆驰创新产业园,深圳市龙岗区布澜路128号兆驰集团大厦B座,龙岗区,,注册地在深圳
A股,002436,兴森科技,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道沙河西路与白石路交汇处深圳湾科技生态园一区2栋A座8-9层,深圳市南山区粤海街道沙河西路与白石路交汇处深圳湾科技生态园一区2栋A座8层,南山区,,注册地在深圳
A股,002456,欧菲光,电子设备,光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,深圳市光明区凤凰街道东坑社区光源二路131号欧菲光总部研发中心B栋18层,深圳市南山区蛇口商海路91号太子湾商务广场T6栋9层,光明区,,注册地在深圳
A股,002475,立讯精密,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区沙井街道蚝一西部三洋新工业区A栋2层,"广东省东莞市清溪镇北环路313号,中国香港铜锣湾希慎道33号利园一期19楼1901室",宝安区,,注册地在深圳
A股,002482,广田集团,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市罗湖区笋岗街道田心社区红岭北路2188号广田大厦30层,深圳市罗湖区笋岗街道田心社区红岭北路2188号建工数智大厦(广田大厦),罗湖区,,注册地在深圳
A股,002518,科士达,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市南山区高新北区科技中二路软件园1栋4楼401、402室,广东省深圳市南山区高新北区科技中二路软件园1栋4楼401、402室,南山区,,注册地在深圳
A股,002528,*ST英飞,信息技术,计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业,广东省深圳市龙华新区观澜高新技术产业园英飞拓厂房,广东省深圳市龙华新区观澜高新技术产业园英飞拓厂房,—,,注册地在深圳
A股,002548,金新农,农林牧渔,畜牧业-饲料,制造业-农副食品加工业,深圳市光明区光明街道光电北路18号金新农大厦,深圳市光明区光明街道光电北路18号金新农大厦,光明区,,注册地在深圳
A股,002551,尚荣医疗,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市龙岗区宝龙工业城宝龙五路2号尚荣科技工业园1号厂房2楼,深圳市龙岗区宝龙工业城宝龙五路2号尚荣科技工业园,龙岗区,,注册地在深圳
A股,002577,雷柏科技,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市坪山新区坑梓街道锦绣东路22号,深圳市南山区科苑南路3099号中国储能大厦56楼,—,,注册地在深圳
A股,002583,海能达,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区高新区北区北环路9108号海能达大厦,广东省深圳市南山区高新区北区北环路9108号海能达大厦,南山区,,注册地在深圳
A股,002587,奥拓电子,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,深圳市罗湖区清水河街道清水河社区清水河一路112号深业进元大厦塔楼2座1805,深圳市南山区粤海街道学府路63号高新区联合总部大厦10楼,罗湖区,,注册地在深圳
A股,002594,比亚迪,交运设备,汽车-乘用车,制造业-汽车制造业,广东省深圳市大鹏新区葵涌街道延安路一号,"深圳市坪山区比亚迪路3009号,香港新界大埔白石角科学园东路1号核心大厦1E号5楼505-510室",大鹏新区,,注册地在深圳
A股,002609,捷顺科技,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市龙华区观湖街道鹭湖社区观盛二路5号捷顺科技中心,深圳市龙华区观湖街道鹭湖社区观盛二路5号捷顺科技中心A座,龙华区,,注册地在深圳
A股,002620,*ST瑞和,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市罗湖区深南东路3027号瑞和大厦,深圳市罗湖区深南东路3027号瑞和大厦,罗湖区,,注册地在深圳
A股,002625,光启技术,国防与装备,航空航天装备-航天装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,深圳市南山区粤海街道麻岭社区高新中一道9号软件大厦3层,深圳市南山区粤海街道麻岭社区高新中一道9号软件大厦3层,南山区,,注册地在深圳
A股,002654,万润科技,文化传媒,营销服务-营销服务,租赁和商务服务业-商务服务业,深圳市光明区凤凰街道塘家社区光侨大道2519号万润大厦1201,深圳市光明区凤凰街道塘家社区光侨大道2519号万润大厦11-12层,光明区,,注册地在深圳
A股,002660,茂硕电源,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,广东省深圳市南山区松白路关外小白芒桑泰工业园,广东省深圳市南山区西丽松白路1061号茂硕科技园,南山区,,注册地在深圳
A股,002672,东江环保,公用事业,环保-环保,制造业-废弃资源综合利用业,深圳市南山区科技园北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,深圳市南山区科技园北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,南山区,,注册地在深圳
A股,002681,奋达科技,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区石岩洲石路奋达科技园,广东省深圳市宝安区石岩洲石路奋达科技园,宝安区,,注册地在深圳
