市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股,300939,秋田微,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区园山街道荷坳金源路39号,深圳市龙岗区园山街道荷坳金源路39号,龙岗区,,注册地在深圳
A股,300940,南极光,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区松岗街道潭头社区潭头石场房屋一101,深圳市宝安区松岗街道芙蓉路5号,宝安区,,注册地在深圳
A股,300942,易瑞生物,医药生物,化学制药-化学制剂,制造业-医药制造业,深圳市宝安区航城街道三围社区运昌路289号易瑞生物产业园2栋A101,深圳市宝安区航城街道三围社区运昌路289号易瑞生物产业园2栋A101,宝安区,,注册地在深圳
A股,300949,奥雅股份,建筑,建筑施工-园林工程,科学研究和技术服务业-专业技术服务业,深圳市南山区招商街道水湾社区太子路5号新时代广场(二期)1号楼1901-1905,深圳市南山区招商街道水湾社区太子路5号新时代广场(二期)1号楼1901-1905,南山区,,注册地在深圳
A股,300951,博硕科技,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区宝龙街道宝龙社区新能源二路博创科技大厦2栋厂房101(一照多址企业),深圳市龙岗区宝龙街道同乐社区水田路26号,龙岗区,,注册地在深圳
A股,300960,通业科技,交运设备,其他交运设备-其他交运设备,制造业-铁路、船舶、航空航天和其他运输设备制造业,深圳市龙华区观澜街道桂花社区观光路1231号美泰工业园3栋厂房101,深圳市龙华区观澜街道桂花社区观光路1231号美泰工业园3栋厂房101,龙华区,,注册地在深圳
A股,300961,深水海纳,公用事业,环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,广东省深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋B座19层、A座19层,深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋B座19层、A座19层,南山区,,注册地在深圳
A股,300962,中金辐照,休闲、生活及专业服务,专业服务-其他专业服务,制造业-其他制造业,深圳市罗湖区东晓街道绿景社区布吉路1028号中设广场B栋19层,深圳市罗湖区东晓街道绿景社区布吉路1028号中设广场B栋19层,罗湖区,,注册地在深圳
A股,300977,深圳瑞捷,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,深圳市龙岗区坂田街道南坑社区雅星路8号星河WORLD双子塔.东塔26层,深圳市龙岗区坂田街道南坑社区雅星路8号星河WORLD双子塔.东塔26层,龙岗区,,注册地在深圳
A股,300989,蕾奥规划,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,深圳市福田区华富街道新田社区深南大道1006号深圳国际创新中心C座二十一层,深圳市南山区沙河街道天健创智中心A塔5-8楼、11楼、14楼;深圳市福田区深南大道1006号深圳国际创新中心C栋第12层、21层,福田区,,注册地在深圳
A股,300991,创益通,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市光明区凤凰街道东坑社区长丰工业园第4栋101-501、第11栋,深圳市光明区凤凰街道东坑社区长丰工业园第4栋101-501、第11栋,光明区,,注册地在深圳
A股,301002,崧盛股份,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新桥街道新桥社区中心路233号鹏展汇1栋1001,深圳市宝安区新桥街道新桥社区中心路233号鹏展汇1栋1001,宝安区,,注册地在深圳
A股,301013,利和兴,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市龙华区观湖街道松轩社区环观中路308号立伟工业园厂房四102,深圳市龙华区民塘路385号汇德大厦1号写字楼21层,龙华区,,注册地在深圳
A股,301021,英诺激光,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区创智云城大厦(工业区)1标段1栋A座11层01号,深圳市南山区西丽街道创智云城大厦(工业区)1标段1栋A座11层01号,南山区,,注册地在深圳
A股,301038,深水规院,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦4栋1301,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦4栋,龙华区,,注册地在深圳
A股,301039,中集车辆,交运设备,汽车-商用车,制造业-汽车制造业,中国广东省深圳市南山区蛇口港湾大道2号,中国深圳市南山区蛇口港湾大道2号、中国深圳市南山蛇口太子广场18楼、32楼,南山区,,注册地在深圳
A股,301041,金百泽,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园1栋1501,深圳市福田区梅林中康路新一代产业园1栋15楼,福田区,,注册地在深圳
A股,301051,信濠光电,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道中粮创芯研发中心2栋03层303,广东省东莞市松山湖园区工业北三路2号,宝安区,,注册地在深圳
A股,301067,显盈科技,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道兴东社区70区润坊路5号润智研发中心1栋9F903,深圳市宝安区新安街道兴东社区70区润坊路5号润智研发中心1栋9F903、904,宝安区,,注册地在深圳
A股,301086,鸿富瀚,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区宝龙街道宝龙社区拓新路11号鸿富瀚科技大楼1栋101,广东省深圳市龙岗区宝龙街道宝龙社区拓新路11号鸿富瀚科技大楼,龙岗区,,注册地在深圳
A股,301091,深城交,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,广东省深圳市龙华区民治街道北站社区龙华设计产业园总部大厦1栋1101,广东省深圳市龙华区民治街道北站社区龙华设计产业园总部大厦1栋1101,龙华区,,注册地在深圳
A股,301128,强瑞技术,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市龙华区观湖街道樟坑径社区安澜路308号C栋厂房101至501(一照多址企业),"深圳市龙华区观湖街道樟坑径社区安澜路308号C栋厂房101至501(一照多址企业),广东省深圳市龙华区观澜街道新澜社区观光路1301-11号101至401",龙华区,,注册地在深圳
A股,301177,迪阿股份,轻工制造,珠宝首饰-珠宝首饰,批发和零售业-零售业,深圳市南山区粤海街道大冲社区华润置地大厦C座1308,深圳市南山区华润置地大厦C座12层及13层,南山区,,注册地在深圳
A股,301189,奥尼电子,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,"深圳市宝安区新安街道留仙二路鸿辉工业园5#厂房2楼、3楼、6楼、7楼,8楼西半层,9楼","深圳市宝安区新安街道留仙二路鸿辉工业园5#厂房2楼、3楼、6楼、7楼,8楼西半层,9楼",宝安区,,注册地在深圳
A股,301191,菲菱科思,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区福海街道福园一路润恒工业厂区3#厂房201,深圳市宝安区福海街道高新开发区建安路德的工业园A栋,宝安区,,注册地在深圳
A股,301200,大族数控,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区福海街道和平社区重庆路12号大族激光智造中心3栋厂房101、3栋1楼、3栋2楼、3栋4楼、3栋7楼、4栋1楼、4栋4楼,"深圳市宝安区福海街道重庆路16号大族激光智造中心三栋,香港铜锣湾希慎道33号利园一期19楼1916室",宝安区,,注册地在深圳
A股,301268,铭利达,机械设备,金属制品-金属制品,制造业-金属制品业,深圳市南山区西丽街道松坪山社区朗山路11号同方信息港F栋3202,广东省东莞市清溪镇罗马先威西路5号,南山区,,注册地在深圳
A股,301288,清研环境,机械设备,专用设备-环保设备,制造业-专用设备制造业,深圳市南山区粤海街道高新区社区高新南七道019号清华大学研究院5层C527,深圳市南山区粤海街道高新区社区高新南七道019号清华大学研究院5层C527,南山区,,注册地在深圳
A股,301305,朗坤科技,公用事业,环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,深圳市龙岗区坪地街道高桥社区坪桥路2号13楼,深圳市龙岗区坪地街道高桥社区坪桥路2号13楼(朗坤科技园内),龙岗区,,注册地在深圳
A股,301308,江波龙,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市前海深港合作区南山街道听海大道5059号鸿荣源前海金融中心二期B座2001、2201、2301,深圳市前海深港合作区南山街道听海大道5059号鸿荣源前海金融中心二期B座2001、2201、2301,前海深港合作区,,注册地在深圳
A股,301312,智立方,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区石岩街道塘头社区厂房A栋1层至5层,深圳市宝安区石岩街道塘头社区厂房A栋1层至5层,宝安区,,注册地在深圳
A股,301318,维海德,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道鸿辉工业园2号2-3层,深圳市宝安区新安街道鸿辉工业园2号2-3层,宝安区,,注册地在深圳
A股,301319,唯特偶,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区宝龙街道同乐社区水田一路18号唯特偶工业园,深圳市龙岗区宝龙街道同乐社区水田一路18号唯特偶工业园,龙岗区,,注册地在深圳
A股,301325,曼恩斯特,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市坪山区龙田街道竹坑社区第三工业区C区3号厂房101-201,深圳市坪山区龙田街道竹坑社区第三工业区C区3号厂房101-201,坪山区,,注册地在深圳
A股,301327,华宝新能,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市龙华区大浪街道同胜社区华繁路东侧嘉安达科技工业园厂房七2层、3层(一照多址企业),深圳市龙华区民治街道华侨城北站壹号39层,龙华区,,注册地在深圳
A股,301362,民爆光电,家电,照明设备-照明设备,制造业-电气机械和器材制造业,深圳市宝安区福永街道(福园一路西侧)润恒工业厂区2#厂房第二、三、四、五层,深圳市宝安区福永街道(福园一路西侧)润恒工业厂区2#厂房,宝安区,,注册地在深圳
A股,301363,美好医疗,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市龙岗区宝龙街道宝龙社区宝龙三路8号美好创亿大厦2号厂房101-1701(一照多址企业),深圳市龙岗区宝龙街道宝龙六路3号新中桥工业园B栋2楼,龙岗区,,注册地在深圳
A股,301365,矩阵股份,建筑,装修装饰-装修装饰,科学研究和技术服务业-专业技术服务业,深圳市福田区莲花街道福中社区福田中心区金田路4036号荣超大厦17层1701、1702,深圳市福田区莲花街道福中社区福田中心区金田路4036号荣超大厦17层1701、1702,福田区,,注册地在深圳
