市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股,000429,粤高速A,交通运输,公路铁路-高速公路,交通运输、仓储和邮政业-道路运输业,广东省广州市白云路85号,广州市天河区珠江新城珠江东路32号利通广场45-46层,白云区,,注册地在广州
A股,000523,红棉股份,食品饮料,食品-调味品,制造业-农副食品加工业,广州市天河区黄埔大道西100号之二1907-1908房,广州市天河区黄埔大道西100号之二1907-1908房,天河区,,注册地在广州
A股,000524,岭南控股,休闲、生活及专业服务,休闲服务-旅游服务,租赁和商务服务业-商务服务业,广东省广州市流花路120号,广州市越秀区流花路122号自编1-4栋中国大酒店商业大厦C8楼,—,,注册地在广州
A股,000529,广弘控股,食品饮料,食品-肉制品,制造业-农副食品加工业,广州市天河区广州大道北路520号,广东省广州市东风中路437号越秀城市广场南塔37楼,天河区,,注册地在广州
A股,000531,穗恒运A,公用事业,电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,广州开发区西基路8号(A厂),广州市黄埔区科学大道251号,—,,注册地在广州
A股,000539,粤电力A,公用事业,电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,中华人民共和国广东省广州市天河东路2号粤电广场南塔33-36楼,广东省广州市天河东路2号粤电广场南塔33-36楼,天河区,,注册地在广州
A股,000676,智度股份,文化传媒,营销服务-营销服务,租赁和商务服务业-商务服务业,广州市花都区新雅街凤凰南路56之三401室(部位之8),广州市花都区新雅街凤凰南路56之三401室,花都区,,注册地在广州
A股,000893,亚钾国际,基础化工,化肥农药-钾肥,制造业-化学原料和化学制品制造业,广州市南沙区庆慧中路1号、创智三街1号A3栋50103,"广州市南沙区庆慧中路1号、创智三街1号A3栋50103,广州市天河区珠江东路6号广州周大福金融中心51楼",南沙区,,注册地在广州
A股,001229,魅视科技,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,广州市白云区启德路83号魅视科技大厦首层,广州市白云区启德路83号魅视科技大厦,白云区,,注册地在广州
A股,001285,瑞立科密,交运设备,汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业,广州经济技术开发区科学城南翔支路1号,广州经济技术开发区科学城南翔支路1号,广州开发区,,注册地在广州
A股,001338,永顺泰,食品饮料,饮料-啤酒,制造业-酒、饮料和精制茶制造业,广州黄埔区创业路2号,中国广州经济技术开发区金华西街1号,黄埔区,,注册地在广州
A股,001389,广合科技,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,广州保税区保盈南路22号,"广州保税区保盈南路22号,香港铜锣湾希慎道33号利园一期19楼1928室",广州保税区,,注册地在广州
A股,002030,达安基因,医药生物,生物医药-生物医药,制造业-医药制造业,广州市高新技术开发区科学城香山路19号,广东省广州市高新技术开发区科学城香山路19号,—,,注册地在广州
A股,002045,国光电器,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,广州市花都区新华街镜湖大道8号,广东省广州市花都区新雅街镜湖大道8号,花都区,,注册地在广州
A股,002060,广东建工,建筑,基础建设-其他基础建设,建筑业-土木工程建筑业,广东省广州市增城区新塘镇广深大道西1号1幢水电广场A-1商务中心20层,广东省广州市荔湾区流花路85号建工大楼9楼,增城区,,注册地在广州
A股,002084,海鸥住工,机械设备,金属制品-金属制品,制造业-金属制品业,广州市番禺区沙头街禺山西路363号,广东省广州市番禺区沙头街禺山西路363号联邦工业城内,番禺区,,注册地在广州
A股,002152,广电运通,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,广州市高新技术产业开发区科学城科林路9、11号,广东省广州市高新技术产业开发区科学城科林路9、11号,广州高新区,,注册地在广州
A股,002169,智光电气,电气设备,输变电设备-电气自控设备,制造业-电气机械和器材制造业,广州市黄埔区云埔工业区埔南路51号,广州市黄埔区瑞和路89号,黄埔区,,注册地在广州
A股,002177,御银股份,房地产,房地产服务-房地产服务,制造业-专用设备制造业,广州市天河区高唐路234号901房,广州市天河区高唐路234号9层,天河区,,注册地在广州
A股,002181,粤传媒,文化传媒,平面媒体-平面媒体,租赁和商务服务业-商务服务业,广州市海珠区芳园路138号粤传媒大厦30层3001室,广州市海珠区芳园路138号粤传媒大厦30层3001室,海珠区,,注册地在广州
A股,002187,广百股份,商贸零售,零售-百货,批发和零售业-零售业,广东省广州市越秀区西湖路12号,广东省广州市越秀区西湖路12号10-12楼,越秀区,,注册地在广州
A股,002192,融捷股份,有色金属,稀有金属-锂,采矿业-有色金属矿采选业,广州市天河区珠江西路5号4504房、4505房,广州市天河区珠江西路5号广州国际金融中心主塔写字楼第45层04-05单元,天河区,,注册地在广州
A股,002209,达意隆,机械设备,专用设备-印刷包装机械,制造业-专用设备制造业,广州市黄埔区云埔一路23号,广东省广州市黄埔区云埔一路23号,黄埔区,,注册地在广州
A股,002311,海大集团,农林牧渔,畜牧业-饲料,制造业-农副食品加工业,广东省广州市番禺区南村镇万博四路42号2座701,广东省广州市番禺区化龙镇龙泰街8号海大科学园1栋,番禺区,,注册地在广州
A股,002400,省广集团,文化传媒,营销服务-营销服务,租赁和商务服务业-商务服务业,广州市海珠区新港东路996号保利世界贸易中心G座,广东省广州市海珠区新港东路996号保利世界贸易中心G座,海珠区,,注册地在广州
A股,002420,毅昌科技,交运设备,汽车-汽车零部件,制造业-橡胶和塑料制品业,广州市高新技术产业开发区科学城科丰路29号,广东省广州市高新技术产业开发区科学城科丰路29号,广州高新区,,注册地在广州
A股,002461,珠江啤酒,食品饮料,饮料-啤酒,制造业-酒、饮料和精制茶制造业,广州市海珠区新港东路磨碟沙大街118号,广东省广州市海珠区新港东路磨碟沙大街118号,海珠区,,注册地在广州
A股,002465,海格通信,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,广州市高新技术产业开发区科学城海云路88号,广州市高新技术产业开发区科学城海云路88号,广州高新区,,注册地在广州
A股,002544,普天科技,信息技术,通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,广州市花都区凤凰南路33号,广州市花都区新雅街道凤凰南路33号,花都区,,注册地在广州
A股,002572,索菲亚,轻工制造,家具-家具制造,制造业-家具制造业,广州市增城区永宁街郭村仙宁路2号,广州市增城区永宁街郭村仙宁路2号,增城区,,注册地在广州
A股,002656,摩登大道,纺织服装,服装家纺-服装,制造业-纺织服装、服饰业,广州市黄埔区科学城光谱中路23号,广州市黄埔区科学城光谱中路23号,黄埔区,,注册地在广州
A股,002663,普邦股份,建筑,建筑施工-园林工程,建筑业-土木工程建筑业,广州市越秀区寺右新马路北二街26号之一二层217室,广东省广州市天河区珠江新城海安路13号越秀财富世纪广场A1幢34楼,越秀区,,注册地在广州
A股,002678,珠江钢琴,轻工制造,文娱用品-娱乐用品,制造业-文教、工美、体育和娱乐用品制造业,广州市增城区永宁街香山大道38号1号楼、厂房(自编号3号楼),广州市增城区永宁街香山大道38号1号楼、厂房(自编号3号楼),增城区,,注册地在广州
A股,002683,广东宏大,基础化工,化学制品-民爆用品,采矿业-开采专业及辅助性活动,广州市天河区珠江新城华夏路49号津滨腾越大厦北塔21楼,广州市天河区兴民路222号之三(C3栋)天盈广场东塔56层,天河区,,注册地在广州
A股,002709,天赐材料,有色金属,金属非金属新材料-电池材料,制造业-计算机、通信和其他电子设备制造业,广州市黄埔区云埔工业区东诚片康达路8号,"广东省广州市黄埔区云埔工业区东诚片康达路8号,香港湾仔皇后大道东248号大新金融中心40楼",黄埔区,,注册地在广州
A股,002732,燕塘乳业,食品饮料,食品-乳制品,制造业-食品制造业,广州市黄埔区永吉路1号(一照多址),广州市黄埔区永吉路1号,黄埔区,,注册地在广州
A股,002769,普路通,公用事业,电力-新能源发电,租赁和商务服务业-商务服务业,广州市花都区雅正路10号之一智都数字经济产业园3号楼5楼,广州市花都区雅正路10号之一智都数字经济产业园3号楼5楼,花都区,,注册地在广州
A股,002832,比音勒芬,纺织服装,服装家纺-服装,制造业-纺织服装、服饰业,广东省广州市番禺区南村镇兴业大道东608号,广州市番禺区南村镇兴业大道东608号,番禺区,,注册地在广州
A股,002833,弘亚数控,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,广州市黄埔区瑞祥大街81号,广州市黄埔区瑞祥大街81号,黄埔区,,注册地在广州
A股,002841,视源股份,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,广州市黄埔区云埔四路6号,广东省广州黄埔区云埔四路6号,黄埔区,,注册地在广州
A股,002905,金逸影视,文化传媒,影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业,广州市天河区华成路8号之一402房之一,广东省广州市天河区华成路8号之一402房之一,天河区,,注册地在广州
A股,002908,德生科技,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,广东省广州市天河区软件路15号第二层201室、三、四层,广东省广州市天河区软件路15号第二层201室、三、四层,天河区,,注册地在广州
A股,002909,集泰股份,基础化工,化学制品-其他化学制品,制造业-化学原料和化学制品制造业,广州市高新技术产业开发区南翔一路62号自编六栋二楼、五楼,广东省广州市高新技术产业开发区南翔一路62号自编六栋二楼、五楼,广州高新区,,注册地在广州
A股,002967,广电计量,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,广东省广州市番禺区石碁镇创运路8号,广东省广州市番禺区石碁镇创运路8号,番禺区,,注册地在广州
A股,002973,侨银股份,公用事业,环保-环保,水利、环境和公共设施管理业-公共设施管理业,广州市从化街口街开源路23号三层自编A318,广东省广州市荔湾区白鹤沙路9号侨银大厦,从化区,,注册地在广州
A股,002999,天禾股份,基础化工,化肥农药-农药,批发和零售业-零售业,广州市越秀区东风东路709号,广州市越秀区东风东路709号,越秀区,,注册地在广州
A股,003010,若羽臣,商贸零售,商业物业经营-专业市场,信息传输、软件和信息技术服务业-互联网和相关服务,广州市黄埔区大沙地东319号607房自编A,广州市海珠区鼎新路8号欢聚大厦38楼,黄埔区,,注册地在广州
A股,003013,地铁设计,建筑,基础建设-铁路城轨建设,科学研究和技术服务业-专业技术服务业,广州市白云区云城北二路129号地铁设计大厦,广州市白云区云城北二路129号地铁设计大厦,白云区,,注册地在广州
A股,003035,南网能源,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-科技推广和应用服务业,广东省广州开发区香山路2号、科翔路11号(自编1栋1-01房),广东省广州市天河区华穗路6号,—,,注册地在广州
A股,300098,高新兴,信息技术,通信设备-通信终端设备,信息传输、软件和信息技术服务业-软件和信息技术服务业,广州市黄埔区科学城开创大道2819号六楼,广州市黄埔区科学城开创大道2819号,黄埔区,,注册地在广州
A股,300147,*ST香雪,医药生物,中药生产-中药生产,制造业-医药制造业,广州市黄埔区广州开发区科学城金峰园路2号(自编第一、二、三、四、五、六、七、八栋),广州市黄埔区广州开发区科学城金峰园路2号(自编第一、二、三、四、五、六、七、八栋),黄埔区,,注册地在广州
A股,300155,安居宝,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,广州高新技术产业开发区科学城起云路6号自编一栋,广东省广州开发区科学城起云路6号安居宝科技园,广州高新区,,注册地在广州
A股,300177,中海达,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,广州市番禺区南村镇鸿创二街6号,广州市番禺区南村镇鸿创二街6号,番禺区,,注册地在广州
A股,300219,鸿利智汇,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,广州市花都区花东镇先科一路1号,广东省广州市花都区花东镇先科一路1号,花都区,,注册地在广州
A股,300238,冠昊生物,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,广东省广州市黄埔区玉岩路12号,广东省广州市黄埔区玉岩路12号,黄埔区,,注册地在广州
A股,300310,宜通世纪,信息技术,通信设备-通信配套服务,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务,广州市天河区科韵路16号自编1栋1201,广州市天河区科韵路16号广州信息港A栋12楼,天河区,,注册地在广州
A股,300335,迪森股份,公用事业,环保-环保,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,广州市经济技术开发区东区东众路42号,广州经济技术开发区东区沧联二路5号,广州开发区,,注册地在广州
A股,300404,博济医药,医药生物,医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展,广州黄埔区科学城南翔一路62号(二、三、四、五)栋,广州市天河区华观路1933号万科云广场A栋7楼,黄埔区,,注册地在广州
A股,300424,航新科技,国防与装备,航空航天装备-航空装备,制造业-金属制品、机械和设备修理业,广州市经济技术开发区科学城光宝路1号,广东省广州市经济技术开发区科学城光宝路1号,广州开发区,,注册地在广州
A股,300438,鹏辉能源,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,广州市番禺区沙湾镇市良路(西村段)912号,广东省广州市番禺区沙湾镇市良路(西村段)912号,番禺区,,注册地在广州
A股,300448,浩云科技,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,广州市番禺区东环街番禺大道北555号天安总部中心22号楼101房,广州市番禺区东环街番禺大道北555号天安总部中心22号楼101,番禺区,,注册地在广州
A股,300482,万孚生物,医药生物,医疗器械-医疗器械,制造业-医药制造业,广东省广州市黄埔区科学城荔枝山路8号,广东省广州市黄埔区科学城荔枝山路8号,黄埔区,,注册地在广州
A股,300499,高澜股份,机械设备,通用设备-其他通用机械,制造业-电气机械和器材制造业,广州市高新技术产业开发区科学城南云五路3号,广东省广州市高新技术产业开发区科学城南云五路3号,广州高新区,,注册地在广州
A股,300503,昊志机电,机械设备,通用设备-机床设备,制造业-通用设备制造业,广州市黄埔区禾丰路68号,广州市黄埔区禾丰路68号,黄埔区,,注册地在广州
A股,300521,爱司凯,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,广州市黄埔区工业园红卫路15号,广州市越秀区东风东路745号东山紫园商务大厦1505室,黄埔区,,注册地在广州
A股,300616,尚品宅配,轻工制造,家具-家具制造,制造业-家具制造业,广州市天河区花城大道85号3501房之自编01-05单元,广东省广州市天河区花城大道85号3501房之自编01-05单元,天河区,,注册地在广州
A股,300625,三雄极光,电子设备,光电子器件-LED,制造业-电气机械和器材制造业,广州市番禺区韦海路225号云筑商务园3号楼701房,广州市番禺区韦海路225号云筑商务园3号楼6楼,番禺区,,注册地在广州
A股,300635,中达安,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,广州市白云区沙太南路668号之二901-903房,广东省广州市天河区体育西路103号维多利广场A座20楼,白云区,,注册地在广州
A股,300687,赛意信息,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,广州市天河区珠江西路17号4501室,广州市天河区珠江西路17号4501室,天河区,,注册地在广州
A股,300711,广哈通信,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,广州市高新技术产业开发区科学城南云一路16号,广州市高新技术产业开发区科学城南云一路16号,广州高新区,,注册地在广州
A股,300723,一品红,医药生物,化学制药-化学制剂,制造业-医药制造业,广州市黄埔区广州国际生物岛寰宇一路27号云润大厦17层,广州市黄埔区广州国际生物岛寰宇一路27号云润大厦15-19层,黄埔区,,注册地在广州
A股,300738,奥飞数据,互联网,互联网技术-云服务(含IDC、CDN),信息传输、软件和信息技术服务业-软件和信息技术服务业,广州市南沙区庆沙路100号2101房,广州市南沙区庆沙路100号21层、22层,南沙区,,注册地在广州
